model	objective	reaction	status	value
Cstr_14.xml	objective	R_ACAC_Et	optimal	45.559021
Cstr_14.xml	objective	R_ACALDt	optimal	45.559021
Cstr_14.xml	objective	R_ACCOAC	optimal	45.559021
Cstr_14.xml	objective	R_ACGAMK	optimal	45.559021
Cstr_14.xml	objective	R_ACGAMPM	optimal	45.559021
Cstr_14.xml	objective	R_ACGApts	optimal	45.559021
Cstr_14.xml	objective	R_ACGK	optimal	45.559021
Cstr_14.xml	objective	R_ACGS	optimal	45.559021
Cstr_14.xml	objective	R_ACHBS	optimal	45.559021
Cstr_14.xml	objective	R_ACHBS2	optimal	45.559021
Cstr_14.xml	objective	R_ACKr	optimal	45.559021
Cstr_14.xml	objective	R_ACLDC	optimal	45.559021
Cstr_14.xml	objective	R_ACLS	optimal	45.559021
Cstr_14.xml	objective	R_ACLS_d	optimal	45.559021
Cstr_14.xml	objective	R_ACLSa_1	optimal	45.559021
Cstr_14.xml	objective	R_ACLSb	optimal	45.559021
Cstr_14.xml	objective	R_ACLSb_1	optimal	45.559021
Cstr_14.xml	objective	R_ACM6PH	optimal	45.559021
Cstr_14.xml	objective	R_ACOAD20	optimal	45.559021
Cstr_14.xml	objective	R_ACOAD20f	optimal	45.559021
Cstr_14.xml	objective	R_ACOAD21f	optimal	45.559021
Cstr_14.xml	objective	R_ACOAD23f	optimal	45.559021
Cstr_14.xml	objective	R_ACOAD24f	optimal	45.559021
Cstr_14.xml	objective	R_ACOAD3	optimal	45.559021
Cstr_14.xml	objective	R_ACOAD6	optimal	45.559021
Cstr_14.xml	objective	R_ACOADH2	optimal	45.559021
Cstr_14.xml	objective	R_ACODA	optimal	45.559021
Cstr_14.xml	objective	R_ACONT	optimal	45.559021
Cstr_14.xml	objective	R_ACOTA	optimal	45.559021
Cstr_14.xml	objective	R_ACP1_FMN	optimal	45.559021
Cstr_14.xml	objective	R_ACPS	optimal	45.559021
Cstr_14.xml	objective	R_ACS2	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHAC100	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHAC101	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHAC120	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHAC121	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHAC121d6	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHAC140	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHAC141d5	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHAC142	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHAC160	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHAC50	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHAC60	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHAC70	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHAC80	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHAC90	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHACP100	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHACP40	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHACP50	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHACP60	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHACP70	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHACP80	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHACP90	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHACT40	optimal	45.559021
Cstr_14.xml	objective	R_ACSPHACT60	optimal	45.559021
Cstr_14.xml	objective	R_ACTD	optimal	45.559021
Cstr_14.xml	objective	R_ACTD2	optimal	45.559021
Cstr_14.xml	objective	R_ACTD_1	optimal	45.559021
Cstr_14.xml	objective	R_ACTNabc	optimal	45.559021
Cstr_14.xml	objective	R_ACTNabc1	optimal	45.559021
Cstr_14.xml	objective	R_ACYP_2	optimal	45.559021
Cstr_14.xml	objective	R_ACYSBMNt	optimal	45.559021
Cstr_14.xml	objective	R_ACt2rpp	optimal	45.559021
Cstr_14.xml	objective	R_ACt4pp	optimal	45.559021
Cstr_14.xml	objective	R_ACtex	optimal	45.559021
Cstr_14.xml	objective	R_ADCL	optimal	45.559021
Cstr_14.xml	objective	R_ADCS	optimal	45.559021
Cstr_14.xml	objective	R_ADK1	optimal	45.559021
Cstr_14.xml	objective	R_ADK2	optimal	45.559021
Cstr_14.xml	objective	R_ADK4	optimal	45.559021
Cstr_14.xml	objective	R_ADMDC	optimal	45.559021
Cstr_14.xml	objective	R_ADNCYC	optimal	45.559021
Cstr_14.xml	objective	R_ADNUC	optimal	45.559021
Cstr_14.xml	objective	R_ADPGLC	optimal	45.559021
Cstr_14.xml	objective	R_ADPRDP	optimal	45.559021
Cstr_14.xml	objective	R_ADPT	optimal	0.0
Cstr_14.xml	objective	R_ADSELK	optimal	45.559021
Cstr_14.xml	objective	R_ADSELR	optimal	45.559021
Cstr_14.xml	objective	R_ADSK	optimal	45.559021
Cstr_14.xml	objective	R_ADSL1r	optimal	45.559021
Cstr_14.xml	objective	R_ADSL2r	optimal	45.559021
Cstr_14.xml	objective	R_ADSS	optimal	45.559021
Cstr_14.xml	objective	R_ADtr	optimal	45.559021
Cstr_14.xml	objective	R_AGM3PA	optimal	45.559021
Cstr_14.xml	objective	R_AGM3PApp	optimal	45.559021
Cstr_14.xml	objective	R_AGM3PH	optimal	45.559021
Cstr_14.xml	objective	R_AGM3Pt2pp	optimal	45.559021
Cstr_14.xml	objective	R_AGM4PApp	optimal	45.559021
Cstr_14.xml	objective	R_AGM4PCPpp	optimal	45.559021
Cstr_14.xml	objective	R_AGM4PH	optimal	45.559021
Cstr_14.xml	objective	R_AGM4Pt2pp	optimal	45.559021
Cstr_14.xml	objective	R_AGMH	optimal	45.559021
Cstr_14.xml	objective	R_AGPAT161	optimal	45.559021
Cstr_14.xml	objective	R_AGPR	optimal	45.559021
Cstr_14.xml	objective	R_AHCYSNS	optimal	45.558994
Cstr_14.xml	objective	R_AHCi	optimal	45.559021
Cstr_14.xml	objective	R_AHGDx	optimal	45.559021
Cstr_14.xml	objective	R_AHMMPS_1	optimal	45.559021
Cstr_14.xml	objective	R_AHSERL2	optimal	45.559021
Cstr_14.xml	objective	R_AHSERL4	optimal	45.559021
Cstr_14.xml	objective	R_AI2abcpp	optimal	45.559021
Cstr_14.xml	objective	R_AI2tpp	optimal	45.559021
Cstr_14.xml	objective	R_AICART	optimal	45.559021
Cstr_14.xml	objective	R_AIRCr	optimal	45.559021
Cstr_14.xml	objective	R_AKGDa	optimal	45.559021
Cstr_14.xml	objective	R_AKGDb	optimal	45.559021
Cstr_14.xml	objective	R_ALAALAD	optimal	45.559021
Cstr_14.xml	objective	R_ALAALAabcpp	optimal	45.559021
Cstr_14.xml	objective	R_ALAALAr	optimal	0.0
Cstr_14.xml	objective	R_ALAGLNtr	optimal	45.559021
Cstr_14.xml	objective	R_ALAGLUabcpp	optimal	45.559021
Cstr_14.xml	objective	R_ALAGLYtr	optimal	45.559021
Cstr_14.xml	objective	R_ALAHISabcpp	optimal	45.559021
Cstr_14.xml	objective	R_ALAHIStex	optimal	45.559021
Cstr_14.xml	objective	R_ALAHIStr	optimal	45.559021
Cstr_14.xml	objective	R_ALALEUabcpp	optimal	45.559021
Cstr_14.xml	objective	R_ALALEUt	optimal	45.559021
Cstr_14.xml	objective	R_ALALEUtex	optimal	45.559021
Cstr_14.xml	objective	R_ALAR	optimal	45.559021
Cstr_14.xml	objective	R_ALATA_D	optimal	45.559021
Cstr_14.xml	objective	R_ALATA_L	optimal	45.559021
Cstr_14.xml	objective	R_ALATHRabcpp	optimal	45.559021
Cstr_14.xml	objective	R_ALATHRtex	optimal	45.559021
Cstr_14.xml	objective	R_ALATHRtr	optimal	45.559021
Cstr_14.xml	objective	R_ALATRPabcpp	optimal	45.559021
Cstr_14.xml	objective	R_ALATRPtex	optimal	45.559021
Cstr_14.xml	objective	R_ALAabc	optimal	45.559021
Cstr_14.xml	objective	R_ALAt2r	optimal	45.559021
Cstr_14.xml	objective	R_ALAt4	optimal	45.559021
Cstr_14.xml	objective	R_ALAt4pp	optimal	45.559021
Cstr_14.xml	objective	R_ALAtex	optimal	45.559021
Cstr_14.xml	objective	R_ALCD19	optimal	45.559021
Cstr_14.xml	objective	R_ALCD19y	optimal	45.559021
Cstr_14.xml	objective	R_ALCD22_L	optimal	45.559021
Cstr_14.xml	objective	R_ALCD2ir	optimal	45.559021
Cstr_14.xml	objective	R_ALCD2x	optimal	45.559021
Cstr_14.xml	objective	R_ALCD2y	optimal	45.559021
Cstr_14.xml	objective	R_ALDD1	optimal	45.559021
Cstr_14.xml	objective	R_ALDD19xr	optimal	45.559021
Cstr_14.xml	objective	R_ALDD20x	optimal	45.559021
Cstr_14.xml	objective	R_ALDD20y	optimal	45.559021
Cstr_14.xml	objective	R_ALDD2x	optimal	45.559021
Cstr_14.xml	objective	R_ALDD2y	optimal	45.559021
Cstr_14.xml	objective	R_ALDD31	optimal	45.559021
Cstr_14.xml	objective	R_ALDD3y	optimal	45.559021
Cstr_14.xml	objective	R_ALKP	optimal	45.559021
Cstr_14.xml	objective	R_ALLTAHr	optimal	45.559021
Cstr_14.xml	objective	R_ALLTAMH	optimal	45.559021
Cstr_14.xml	objective	R_ALPHNH	optimal	45.559021
Cstr_14.xml	objective	R_ALR2	optimal	45.559021
Cstr_14.xml	objective	R_ALR3	optimal	45.559021
Cstr_14.xml	objective	R_AM3PA	optimal	45.559021
Cstr_14.xml	objective	R_AM4PCP	optimal	45.559021
Cstr_14.xml	objective	R_AMALT1	optimal	45.559021
Cstr_14.xml	objective	R_AMALT2	optimal	45.559021
Cstr_14.xml	objective	R_AMALT3	optimal	45.559021
Cstr_14.xml	objective	R_AMALT4	optimal	45.559021
Cstr_14.xml	objective	R_AMAOTr	optimal	45.559021
Cstr_14.xml	objective	R_AMID4	optimal	45.559021
Cstr_14.xml	objective	R_AMMQLT8	optimal	45.559021
Cstr_14.xml	objective	R_AMMQT8	optimal	45.559021
Cstr_14.xml	objective	R_AMMQT8_2	optimal	45.559021
Cstr_14.xml	objective	R_AMPEP1	optimal	45.559021
Cstr_14.xml	objective	R_AMPEP10	optimal	45.559021
Cstr_14.xml	objective	R_AMPEP11	optimal	45.559021
Cstr_14.xml	objective	R_AMPEP12	optimal	45.559021
Cstr_14.xml	objective	R_AMPEP13	optimal	45.559021
Cstr_14.xml	objective	R_AMPEP14	optimal	45.559021
Cstr_14.xml	objective	R_AMPEP15	optimal	45.559021
Cstr_14.xml	objective	R_AMPEP16	optimal	45.559021
Cstr_14.xml	objective	R_AMPEP17	optimal	45.559021
Cstr_14.xml	objective	R_AMPEP18	optimal	45.559021
Cstr_14.xml	objective	R_AMPEP2	optimal	45.559021
Cstr_14.xml	objective	R_AMPEP3	optimal	45.559021
Cstr_14.xml	objective	R_AMPEP4	optimal	45.559021
Cstr_14.xml	objective	R_AMPEP5	optimal	45.559021
Cstr_14.xml	objective	R_AMPEP6	optimal	45.559021
Cstr_14.xml	objective	R_AMPEP7	optimal	45.559021
Cstr_14.xml	objective	R_AMPEP8	optimal	45.559021
Cstr_14.xml	objective	R_AMPEP9	optimal	45.559021
Cstr_14.xml	objective	R_AMPMS2	optimal	45.559021
Cstr_14.xml	objective	R_AMPN	optimal	45.559021
Cstr_14.xml	objective	R_AMPTASEAH	optimal	45.559021
Cstr_14.xml	objective	R_AMPTASEAL	optimal	45.559021
Cstr_14.xml	objective	R_AMPTASEAT	optimal	45.559021
Cstr_14.xml	objective	R_AMPTASEATRP	optimal	45.559021
Cstr_14.xml	objective	R_AMPTASECG	optimal	45.559021
Cstr_14.xml	objective	R_AMPTASEGGLN	optimal	45.559021
Cstr_14.xml	objective	R_AMPTASEGGLU	optimal	45.559021
Cstr_14.xml	objective	R_AMPTASEGM	optimal	45.559021
Cstr_14.xml	objective	R_AMPTASEGS	optimal	45.559021
Cstr_14.xml	objective	R_AMPTASEHG	optimal	45.559021
Cstr_14.xml	objective	R_AMPTASEHH	optimal	45.522827
Cstr_14.xml	objective	R_AMPTASEPG	optimal	45.559021
Cstr_14.xml	objective	R_AMPt6	optimal	44.88834
Cstr_14.xml	objective	R_ANHGMtex	optimal	45.559021
Cstr_14.xml	objective	R_ANHMK	optimal	45.559021
Cstr_14.xml	objective	R_ANPRT	optimal	45.559021
Cstr_14.xml	objective	R_ANS	optimal	45.559021
Cstr_14.xml	objective	R_AOXSr	optimal	45.559021
Cstr_14.xml	objective	R_AP4AH	optimal	45.559021
Cstr_14.xml	objective	R_AP4AS	optimal	45.559021
Cstr_14.xml	objective	R_APRAUR	optimal	45.559021
Cstr_14.xml	objective	R_APRTO2	optimal	45.559021
Cstr_14.xml	objective	R_APSR	optimal	45.559021
Cstr_14.xml	objective	R_APTNAT	optimal	45.559021
Cstr_14.xml	objective	R_ARABRr	optimal	45.559021
Cstr_14.xml	objective	R_ARBT6Pt	optimal	45.559021
Cstr_14.xml	objective	R_ARBTpts	optimal	45.559021
Cstr_14.xml	objective	R_ARBabcpp	optimal	45.559021
Cstr_14.xml	objective	R_ARBt3ipp	optimal	45.559021
Cstr_14.xml	objective	R_ARGDr	optimal	45.559021
Cstr_14.xml	objective	R_ARGN_1	optimal	45.559021
Cstr_14.xml	objective	R_ARGORNt7pp	optimal	45.559021
Cstr_14.xml	objective	R_ARGR	optimal	45.559021
Cstr_14.xml	objective	R_ARGSL	optimal	45.559021
Cstr_14.xml	objective	R_ARGSS	optimal	45.559021
Cstr_14.xml	objective	R_ARGabc	optimal	45.559021
Cstr_14.xml	objective	R_ARGabcpp	optimal	45.559021
Cstr_14.xml	objective	R_ARGt5r	optimal	45.333945
Cstr_14.xml	objective	R_ARSR	optimal	45.559021
Cstr_14.xml	objective	R_ARUH	optimal	45.559021
Cstr_14.xml	objective	R_ASAD	optimal	0.0
Cstr_14.xml	objective	R_ASCBPL	optimal	45.559021
Cstr_14.xml	objective	R_ASCBpts	optimal	45.559021
Cstr_14.xml	objective	R_ASNN	optimal	45.559021
Cstr_14.xml	objective	R_ASNS1	optimal	45.559021
Cstr_14.xml	objective	R_ASNabc	optimal	45.552439
Cstr_14.xml	objective	R_ASO3t4pp	optimal	45.559021
Cstr_14.xml	objective	R_ASO3tex	optimal	45.559021
Cstr_14.xml	objective	R_ASO3tex_1	optimal	45.559021
Cstr_14.xml	objective	R_ASO4rt2rpp	optimal	45.559021
Cstr_14.xml	objective	R_ASO4t4pp	optimal	45.559021
Cstr_14.xml	objective	R_ASPCT	optimal	45.559021
Cstr_14.xml	objective	R_ASPK	optimal	0.0
Cstr_14.xml	objective	R_ASPO5	optimal	45.559021
Cstr_14.xml	objective	R_ASPO6	optimal	45.557279
Cstr_14.xml	objective	R_ASPT	optimal	45.559021
Cstr_14.xml	objective	R_ASPTA	optimal	37.244027
Cstr_14.xml	objective	R_ASPabc	optimal	45.559021
Cstr_14.xml	objective	R_ASPabcpp	optimal	45.559021
Cstr_14.xml	objective	R_ASPt2_3pp	optimal	45.559021
Cstr_14.xml	objective	R_ASPt2r	optimal	45.559021
Cstr_14.xml	objective	R_ASPtex	optimal	37.351877
Cstr_14.xml	objective	R_ATHRDHr	optimal	45.559021
Cstr_14.xml	objective	R_ATPHs	optimal	45.559021
Cstr_14.xml	objective	R_ATPM	optimal	45.559021
Cstr_14.xml	objective	R_ATPPRT	optimal	45.559021
Cstr_14.xml	objective	R_ATPS4rpp	optimal	38.282149
Cstr_14.xml	objective	R_BALAt2pp	optimal	45.559021
Cstr_14.xml	objective	R_BALAt2r	optimal	45.559021
Cstr_14.xml	objective	R_BALAtex	optimal	45.559021
Cstr_14.xml	objective	R_BCT1_syn	optimal	45.559021
Cstr_14.xml	objective	R_BETALDHx	optimal	45.559021
Cstr_14.xml	objective	R_BETALDHy	optimal	45.559021
Cstr_14.xml	objective	R_BHBtpp	optimal	45.559021
Cstr_14.xml	objective	R_BMNMSHS	optimal	45.559021
Cstr_14.xml	objective	R_BMNt	optimal	45.559021
Cstr_14.xml	objective	R_BPNT	optimal	45.559021
Cstr_14.xml	objective	R_BPNT2	optimal	45.559021
Cstr_14.xml	objective	R_BTDD_RR	optimal	45.559021
Cstr_14.xml	objective	R_BTNTe	optimal	45.559021
Cstr_14.xml	objective	R_BTNt	optimal	45.559021
Cstr_14.xml	objective	R_BTNt2i	optimal	45.559021
Cstr_14.xml	objective	R_BTS2	optimal	45.488658
Cstr_14.xml	objective	R_BTS3r	optimal	45.488658
Cstr_14.xml	objective	R_BUPN	optimal	45.559021
Cstr_14.xml	objective	R_BUTCT	optimal	45.559021
Cstr_14.xml	objective	R_BUTt2rpp	optimal	45.559021
Cstr_14.xml	objective	R_BUTt4pp	optimal	45.559021
Cstr_14.xml	objective	R_BUTtex	optimal	45.559021
Cstr_14.xml	objective	R_BZt	optimal	45.559021
Cstr_14.xml	objective	R_BZt1pp	optimal	45.559021
Cstr_14.xml	objective	R_BZtex	optimal	45.559021
Cstr_14.xml	objective	R_CA2abcpp	optimal	0.0
Cstr_14.xml	objective	R_CA2tex	optimal	0.0
Cstr_14.xml	objective	R_CAT	optimal	45.559021
Cstr_14.xml	objective	R_CATpp	optimal	45.559021
Cstr_14.xml	objective	R_CBPS	optimal	45.559021
Cstr_14.xml	objective	R_CD2abc1	optimal	45.559021
Cstr_14.xml	objective	R_CD2abcpp	optimal	45.559021
Cstr_14.xml	objective	R_CD2t3pp	optimal	45.559021
Cstr_14.xml	objective	R_CD2t4pp	optimal	45.559021
Cstr_14.xml	objective	R_CD2tex	optimal	45.559021
Cstr_14.xml	objective	R_CD2tpp	optimal	45.559021
Cstr_14.xml	objective	R_CDAPPA160190	optimal	45.559021
Cstr_14.xml	objective	R_CDAPPA190	optimal	45.559021
Cstr_14.xml	objective	R_CDPMEK	optimal	0.0
Cstr_14.xml	objective	R_CGLYabcpp	optimal	45.559021
Cstr_14.xml	objective	R_CHCOAL	optimal	45.559021
Cstr_14.xml	objective	R_CHLabc	optimal	45.559021
Cstr_14.xml	objective	R_CHLabc_rev	optimal	45.559021
Cstr_14.xml	objective	R_CHLabcpp	optimal	45.559021
Cstr_14.xml	objective	R_CHLt2	optimal	45.559021
Cstr_14.xml	objective	R_CHLt2pp	optimal	45.559021
Cstr_14.xml	objective	R_CHLt3pp	optimal	45.559021
Cstr_14.xml	objective	R_CHOLD	optimal	45.559021
Cstr_14.xml	objective	R_CHOLSH	optimal	45.559021
Cstr_14.xml	objective	R_CHOLSabc_1	optimal	45.559021
Cstr_14.xml	objective	R_CHORM	optimal	45.559021
Cstr_14.xml	objective	R_CHORS	optimal	0.0
Cstr_14.xml	objective	R_CIGAMS	optimal	45.559021
Cstr_14.xml	objective	R_CLPNH120pp	optimal	45.559021
Cstr_14.xml	objective	R_CLPNH140pp	optimal	45.559021
Cstr_14.xml	objective	R_CLPNH141pp	optimal	45.559021
Cstr_14.xml	objective	R_CLPNH160pp	optimal	45.559021
Cstr_14.xml	objective	R_CLPNH161pp	optimal	45.559021
Cstr_14.xml	objective	R_CLPNH180pp	optimal	45.559021
Cstr_14.xml	objective	R_CLPNH181pp	optimal	45.559021
Cstr_14.xml	objective	R_CLPNS120pp	optimal	45.559021
Cstr_14.xml	objective	R_CLPNS140pp	optimal	45.559021
Cstr_14.xml	objective	R_CLPNS141pp	optimal	45.559021
Cstr_14.xml	objective	R_CLPNS160pp	optimal	45.559021
Cstr_14.xml	objective	R_CLPNS161pp	optimal	45.559021
Cstr_14.xml	objective	R_CLPNS180pp	optimal	45.559021
Cstr_14.xml	objective	R_CLPNS181pp	optimal	45.559021
Cstr_14.xml	objective	R_CLtex	optimal	0.0
Cstr_14.xml	objective	R_CLtipp	optimal	0.0
Cstr_14.xml	objective	R_CMCBTFL	optimal	45.559021
Cstr_14.xml	objective	R_CMCBTFU	optimal	45.559021
Cstr_14.xml	objective	R_CMCBTFtex	optimal	45.559021
Cstr_14.xml	objective	R_CMCBTFtpp	optimal	45.559021
Cstr_14.xml	objective	R_CMCMSAD	optimal	45.559021
Cstr_14.xml	objective	R_CMHMI	optimal	45.559021
Cstr_14.xml	objective	R_CO2t	optimal	45.559021
Cstr_14.xml	objective	R_CO2tex	optimal	45.559021
Cstr_14.xml	objective	R_CO2tpp	optimal	45.559021
Cstr_14.xml	objective	R_COBALT2abcpp	optimal	45.559021
Cstr_14.xml	objective	R_COBALT2t3pp	optimal	45.559021
Cstr_14.xml	objective	R_COBALTt4pp	optimal	45.559021
Cstr_14.xml	objective	R_COBALTt5	optimal	45.558945
Cstr_14.xml	objective	R_COabc	optimal	45.559021
Cstr_14.xml	objective	R_CPPPGO	optimal	45.559021
Cstr_14.xml	objective	R_CPPPGO2	optimal	45.559021
Cstr_14.xml	objective	R_CRNDH	optimal	45.559021
Cstr_14.xml	objective	R_CRNabc	optimal	45.559021
Cstr_14.xml	objective	R_CRO4abcpp	optimal	45.559021
Cstr_14.xml	objective	R_CRO4t3pp	optimal	45.559021
Cstr_14.xml	objective	R_CS	optimal	45.559021
Cstr_14.xml	objective	R_CSND	optimal	45.559021
Cstr_14.xml	objective	R_CT6PT	optimal	45.559021
Cstr_14.xml	objective	R_CTECOAI6	optimal	45.559021
Cstr_14.xml	objective	R_CTECOAI7	optimal	45.559021
Cstr_14.xml	objective	R_CTECOAI8	optimal	45.559021
Cstr_14.xml	objective	R_CTPS1	optimal	45.436597
Cstr_14.xml	objective	R_CTPS2	optimal	45.559021
Cstr_14.xml	objective	R_CU2abcpp	optimal	45.559021
Cstr_14.xml	objective	R_CUabcpp	optimal	45.559021
Cstr_14.xml	objective	R_CYANST	optimal	45.559021
Cstr_14.xml	objective	R_CYANt2pp	optimal	45.559021
Cstr_14.xml	objective	R_CYANtex	optimal	45.559021
Cstr_14.xml	objective	R_CYO1b	optimal	45.559021
Cstr_14.xml	objective	R_CYO4pp	optimal	45.559021
Cstr_14.xml	objective	R_CYSS	optimal	45.559021
Cstr_14.xml	objective	R_CYSTA	optimal	45.559021
Cstr_14.xml	objective	R_CYSTL	optimal	45.559021
Cstr_14.xml	objective	R_CYSabc	optimal	45.559021
Cstr_14.xml	objective	R_CYSabcpp	optimal	45.559021
Cstr_14.xml	objective	R_CYStex	optimal	45.559021
Cstr_14.xml	objective	R_CYTBD	optimal	45.559021
Cstr_14.xml	objective	R_CYTBD2	optimal	45.559021
Cstr_14.xml	objective	R_CYTBD2pp	optimal	37.16657
Cstr_14.xml	objective	R_CYTB_B3	optimal	45.559021
Cstr_14.xml	objective	R_CYTD	optimal	45.559021
Cstr_14.xml	objective	R_CYTDH	optimal	45.559021
Cstr_14.xml	objective	R_CYTK1	optimal	45.556574
Cstr_14.xml	objective	R_CYTK2	optimal	45.559021
Cstr_14.xml	objective	R_Cobalt2abcppI	optimal	45.559021
