,fluxes
CYANtex,0.0
CYO1b,0.0
CYSS,0.0
CYSTA,0.0
CYSTL,0.0
CYSabc,0.0
CYSabc2pp,0.0
CYSabcpp,0.0
CYTBD,33.543485902329024
CYTBD2,0.0
CYTBD2pp,1000.0
CYTB_B2,0.0
CYTDH,0.0
CYTK1,37.70485820730415
CYTK2,0.0
CYTOM,0.0
Clt,0.1782828733366966
Cobalt2abcppI,0.0
Cuabc,0.024284833274873758
Cut1,0.0
DAAD,0.0
DAAD2,0.0
DAAD4,0.0
DAAD5,0.0
DAAD7,0.0
DAAD8,0.0
DACL,0.022914743950480414
DAGK160,0.0
DAGLIPA160ex,0.0
DAGLIPA180ex,0.0
DAGLIPA181d9ex,0.0
DAGLIPA182d9d12ex,0.0
DALAabcpp,0.0
DALAt2r,0.15178877102225535
DAPADHL,0.0
DAPAL,0.0
DAPAT,0.0
DAPDC,0.0
DAPE,0.0
DARBt2rpp,0.0
DARBt3ipp,0.0
DASYN140,0.0
DASYN160,0.0
DASYN160190,0.0
DASYN180,0.0
DASYN181,0.0
DASYN190190,0.0
DB4PS,0.03055299193397375
DBTS,0.0
DCAtex,0.0
DCPDPS,0.0
DCTPD,0.0
DCTPD2,0.0
DDCAtexi,3.2807500191212414e-19
DDPA,0.0
DGK1,0.0
DHACOAH,0.0
DHAD1,-9.695615522591163e-15
DHAD2,-1.1600047822740304e-14
DHAK,0.0
DHAPT,0.0
DHDPRy,0.0
DHDPS,0.0
DHEDAA,0.0
DHFR,0.02291474395048041
DHFS,0.022914743950480407
DHNAOT,0.003425223310983303
DHNPA2r,0.022914743950480407
DHNPA_1,0.0
DHORD2,0.0
DHORDi,11.330467451567198
DHORTS,-11.3304674515672
DHPACCOAHIT,0.0
DHPDO,0.0
DHPPDA,0.015276495966986879
DHPPDA2,0.0
DHPS2,0.022914743950480407
DHPTDCs,0.0034252233109833023
DHQS,0.0
DHQTi,0.0
DIPEPabc1,0.0
DIPEPabc10,0.0
DIPEPabc12,5.271726945701286
DIPEPabc13,0.0
DIPEPabc14,0.0
DIPEPabc15,0.0
DIPEPabc3,0.0
DIPEPabc8,0.0
DLYSAD,0.0
DLYSOXGAT,0.0
DMALRED,19.4320967706716
DMATT,3.428648534294282
DMGDH2,0.0
DMPPS,37.70485820730414
DNADDP,0.0
DNMPPA,0.02291474395048041
DNTPPA,0.02291474395048041
DPCOAK,0.019729286271262837
DPPS,3.4252233109832986
DPR,0.0
DRBK,0.0
DRIBabc,0.0
DRIBtex_1,0.0
DRPA,0.0
DSERDHr,0.0
DSERt2,0.0
DTBTST,0.0
DTMPK,0.89624393155197
DURIPP_1,0.0
DUTPDP,0.8962439315519701
DXPRIi,37.70485820730415
DXPS,37.70485820730415
D_LACt2pp,0.0
D_LACtex,0.0
ECOAH1,0.0
ECOAH12,0.0
ECOAH2,0.0
ECOAH3,0.0
ECOAH4,0.0
ECOAH5,0.0
ECOAH6,0.0
ECOAH7,0.0
ECOAH8,0.0
ECOAH9ir,0.0
ENO,1000.0
F1PP,0.0
F6PP,0.0
FA80ACPHi,0.0
FACOAE100,0.0
FACOAE120,0.0
FACOAE140,0.0
FACOAE141,0.0
FACOAE160,0.0
FACOAE161,0.0
FACOAE180,0.0
FACOAE181,0.0
FACOAE60,0.0
FACOAE80,-3.2807500191212414e-19
FACOAL100t2pp,0.0
FACOAL120t2pp,0.0
FACOAL140,0.0
FACOAL140t2pp,0.0
FACOAL141t2pp,0.0
FACOAL160,0.0
FACOAL160t2pp,0.0
FACOAL161,0.0
FACOAL161t2pp,0.0
FACOAL180t2pp,0.0
FACOAL181,0.0
FACOAL181t2pp,0.0
FACOAL60t2pp,0.0
FACOAL80t2pp,0.0
FADMQOR,19.432096770671595
FALDtpp,0.0
FALDtpp2,0.0
FAO1,0.0
FAO10,0.0
FAO11,0.0
FAO2,0.0
FAO3,0.0
FAS100,-3.2807500191212414e-19
FAS120,-3.2807500191212414e-19
FAS140,0.0
FAS160,0.0
FAS161,0.0
FAS180,0.0
FAS181,0.0
FAS80_L,0.0
FBA,506.47045805655233
FBP,0.0
FCLT,0.0
FCLT2,0.0
FCOAH2,0.0
FDH,0.0
FDH4pp,0.0
FDH4pp_1,0.0
FDH5pp,0.0
FDH5pp_1,0.0
FDH5r2pp,932.5730919078705
FE2Gabcpp,0.0
FE2abc,0.0
FE2abcpp,0.0
FE2t,0.23000374533254903
FE2t3pp,0.0
FE2t4pp,0.0
FE2tex,0.0
FE3Gabcpp,0.0
FE3PYOVD2tonex,0.0
FE3PYOVDDR2,0.0
FE3PYOVDL2,0.0
FE3abc,0.0
FE3t,-189.90124793364356
FEDCabc,0.0
FEENTER2tpp,0.0
FEENTERR2,0.0
FEENTERabcpp,0.0
FEENTERtex,0.0
FEENTERtonex,0.0
FEROpp,0.0
FETRANS,0.0
FFSD,0.0
FGFT,0.0
FGLU,0.0
FMNAT,0.0076382479834934385
FMNRx,33.7758873039715
FMNRx2,0.0
FOLD3,0.0
FOMETRi,0.0
FORAMD,0.0
FORMCOAL,0.0
FORt,-24.950251407498648
FORt2,0.0
FORtex,932.5730919078705
FRD2rpp,47.97532180081876
FRTT,0.0
FRUK,0.0
FRUpts,0.0
FRUpts2,0.0
FRUptspp,0.0
FRUtex,0.0
FTHFCL,0.0
FTHFLi,0.0
FUM,54.97295026845871
FUMt2_3pp,0.0
FUMt2r,0.0
G1PACT,6.850446621966597
G1PP,0.0
G1SAT,0.0
G3PD1ir,-0.23240140164247014
G3PD5,33.54348590232903
G3PEabcpp,33.77588730397151
G3PEtex,33.7758873039715
G3PT,0.0
G5SD,0.0
G5SD2,0.0
G6PDH2r,0.0
G6PP,0.0
GALKr,0.0
GALT,0.0
GALUi,0.0
GALabcpp,0.0
GALt2pp,0.0
GALtex,0.0
GAMpts,6.850446621966596
GAPD,1000.0
GARFT,0.0
GART,0.0
GBDM,0.0
GCALDD,0.022914743950480407
GCCa,0.0
GCCb,0.0
GCCc,0.0
GDPMNP,0.0
GDPTPDP,0.0
GF6PTA,0.0
GHMT2r,10.949582619386241
GK1,8.331102154839202
GLCNt2r,0.0
GLCNt2rpp,0.0
GLCNtex,0.0
GLCOAS,0.0
GLCURt2rpp,0.0
GLCURtex,0.0
GLCabc,0.0
GLCabcpp,0.0
GLCpts,0.0
GLCt2pp,0.0
GLGC,0.0
GLNS,9.021455913167149
GLNabc,0.0
GLNabcpp,0.0
GLNtex,0.0
GLU5K,0.0
GLUDy,0.0
GLUN,0.0
GLUPRT,0.0
GLUR,-3.2505197960105625
GLUTCOADHc,0.0
GLUTRR,0.0
GLUTRS,0.0
GLUTRS_3,0.0
GLUabc,0.0
GLUabcpp,0.0
GLUt2r,0.0
GLUt4,0.0
GLUt4pp,0.0
GLUtex,0.0
GLXCBL,0.011457371975240205
GLYALDDr,0.0
GLYALDt,-17.402052544852918
GLYBabc,0.0
GLYBabcpp,0.0
GLYBt2pp,0.0
GLYBt2r,0.0
GLYBt3pp,0.0
GLYBtex,0.0
GLYC3Pabc,0.0
GLYCK,0.011457371975239194
GLYCK2,0.0
GLYCL,0.0
GLYCLTDx,0.0
GLYCLTDy,0.0
GLYCLTt2r,0.0
GLYCLTt2rpp,0.0
GLYCLTt4pp,0.0
GLYCLTtex,0.0
GLYCL_2,10.034636968556294
GLYCS_II,0.0
GLYCTO1,0.0
GLYCTO3,0.02291474395048041
GLYCt,-17.402052544852918
GLYCtpp,0.0
GLYGLNabcpp,0.0
GLYGLNtex,0.0
GLYGLNtr,0.0
GLYGLUabcpp,0.0
GLYGLUtex,0.0
GLYGLYCNc,0.0
GLYGLYGLNtr,6.003432384625793e-13
GLYGLYabcpp,0.0
GLYGLYtex,0.0
GLYK,0.0
GLYLEUAP,0.0
GLYLEUtr,0.0
GLYMETabcpp,0.0
GLYMETtex,0.0
GLYMETtr,0.0
GLYOX,0.0
GLYPHEAP,-6.62624300515536e-33
GLYPHEHYc,0.0
GLYPHEabcpp,0.0
GLYPHEtex,0.0
GLYPHEtr,0.0
GLYSERabcpp,0.0
GLYSERtex,0.0
GLYTYRAP,0.0
GLYTYRabc,0.0
GLYabc,0.0
GLYabcpp,0.0
GLYt2r,0.0
GLYt4,0.0
GLYtpp,0.0
GMPS,0.0
GMPS2,0.0
GND,0.0
GNKr,0.0
GNNUC,0.0
GNP,0.0
GOX,0.0
GPDDA2,33.77588730397151
GRTT,3.4286485342942816
GRXR,0.0
GTHOr,0.0
GTHPi,0.0
GTHRDHpp,0.0
GTHRDabc2pp,0.0
GTHRDabcpp,0.0
GTHRDt2_1,0.0
GTPCI,0.022914743950480414
GTPCII,0.015276495966986879
GTPCII2,0.0
GTPDPK,0.0
GTPH1,0.0
GTPHs,0.0
GUAD,0.0
GUAPRT,8.331102154839202
GUAt2r,8.331102154839202
H2CO3D,0.0
H2CO3D2,0.0
H2O2tex,0.0
H2Ot,-869.3713520097715
H2Otex,0.0
H2Otpp,0.0
H2SO,0.0
H2St1,3.156548794470048
HACD1,0.0
HACD1i,0.0
HACD2,0.0
HACD3,0.0
HACD4,0.0
HACD5,0.0
HACD6,4.998712786345862e-35
HACD7,0.0
HACD8,0.0
HACD8i,0.0
HACD9,0.0
HACOADr,0.0
HADPCOADH,0.0
HBCHLR,0.0
HBRCH,0.0
HCO3E,-6.561500038242483e-19
HCYSMT,0.0
HDCAtexi,0.0
HDCEAtexi,0.0
HEMEOS,0.0
HEX1,224.70986520260735
HEX7,0.0
HG2abcpp,0.0
HG2t3pp,0.0
HG2tppi,0.0
HHDDI,0.0
HISDr,0.0
HISGLYabcpp,0.0
HISGLYtex,0.0
HISHISabcpp,1.6224940301796793
HISHIStex,1.622494030179679
HISTD,0.0
HISTP,0.0
HISabc,0.0
HKNDDH,0.0
HMBS,0.0
HMEDR,0.0
HMEDS,0.0
HMGL_2,0.0
HMPK1,1.6995405120858933e-18
HMPPtr,1.6995405120858935e-18
HMR_9610,0.0
HOMt2pp,0.0
HOMtpp,0.0
HOPNTAL,0.0
HOXPRx,-0.011457371975240205
HPACt2r,0.0
HPPK,0.0
HPPK2,0.022914743950480414
HPPPNDO,0.0
HPPPNt2rpp,0.0
HPPPNtex,0.0
HPROx,0.0
HPYRP,0.0
HPYRRx,0.0
HPYRRy,0.0
HSDy,0.0
HSERTA,0.0
HSK,0.0
HSST,0.0
HSTPT,0.0
HXANt2r,6.997628467638914
HXAtex,0.0
HXCT,0.0
HXPRT,6.997628467638913
HYD2,0.0
HYPOE,0.0
IBTMr,0.0
ICDHyr,18.03106055367452
ICHORS,0.0034252233109833027
IG3PS,0.0
IGPDH,0.0
IGPS,0.0
ILETA,1.1600047822740304e-14
ILEabc,0.0
ILEabcpp,0.0
ILEt2r,9.951267033166689
ILEtex,0.0
IMPC,0.0
IMPD,0.0
IND3ACtex,0.0
IND3ACtpp,0.0
INDPYRD,0.0
INOSTO,0.0
INOST_Et,0.0
INSH,0.0
INSTabc,0.0
INSTt2,0.0
IPDDI,-34.276209673009866
IPDPS,0.0
IPDPUDCT,0.0
IPMD,0.0
IPPMIa,-6.338278637540526e-15
IPPMIb,-6.338278637540525e-15
IPPS,2.969933656628639e-15
IVCS,0.0
IZPN,0.0
KARA1,0.0
KARA2,-1.1600047822740304e-14
KAS13,0.0
KAS17,0.0
KAS2,0.0
KAS7,0.0
KAS8,0.0
KGD2,0.0
Kt2pp,0.0
Kt2r,6.685796137408227
Kt3pp,0.0
Kt3r,0.0
LACLt2,-954.2807871635486
LACZpp,0.0
LALALGLUtex,0.0
LALDO3,0.0
LALGP,0.0
LAT,0.0
LCADi,0.0
LCTSt,0.0
LCTSt3ipp,0.0
LDH_D2,0.0
LDH_L,-954.2807871635486
LEULEULAPc,0.0
LEULEUabcpp,0.0
LEULEUtex,0.0
LEUTA,0.0
LEUabc,0.0
LEUabcpp,0.0
LEUt2r,15.431692835207537
LEUt4rpp,0.0
LGTHL,0.0
LIPAMPL,0.0
LIPATPT_2,0.0
LIPOPBt,0.0
LSERDHr,0.0
LTHRK,0.0
LYSDC,0.0
LYSGLUGLYtr,0.0
LYSabc,0.0
LYSabcpp,0.0
LYSt3pp,0.0
LYSt3r,0.0
LYSt5r,11.754030566204447
L_LACD,0.0
L_LACD2,0.0
L_LACD3,0.0
L_LACD3_1,0.0
L_LACt2r,0.0
L_LACt2rpp,0.0
L_LACtex,0.0
MACCOAT,0.0
MAGLIPA160ex,0.0
MAGLIPA180ex,0.0
MAGLIPA181d9ex,0.0
MAGLIPA182d9d12ex,0.0
MAL6PG,74.9032884008691
MALTHPabc,74.90328840086912
MALTabc,0.0
MALTpts,0.0
MALt2_3pp,0.0
MALt2r,0.0
MALt4,0.0
MALt5,0.0
MAN1PT,0.0
MAN1PT2,0.0
MAN6PI,0.0
MANE,0.0
MANpts,0.0
MB2CFO,0.0
MBCOAi,0.0
MCBTS3,0.0
MCD,0.0
MCITD,0.0
MCITL2,0.0
MCITS,0.0
MCPST,0.0
MCSNAH,0.0
MCTC_1,0.0
MCTP1App,0.0
MCTP1Bpp,0.0
MDDCP5pp,0.0
MDDEP2pp,0.0
MDH,35.540853497787104
MDH2,0.0
MDH3,0.0
MDH3_1,0.0
MECDPDH_syn,37.70485820730414
MECDPS,37.70485820730415
MELIBt3ipp,0.0
MELIBtex,0.0
MEPCT,37.70485820730415
METAT,0.011063471294484463
METDabc,0.0
METS,0.003425223310991024
METSOX1abc,0.0
METSOX2abc,1.9273449092935354e-15
METSOXR1,0.0
METSOXR2,0.0
METabc,0.0
METabcpp,0.0
METtex,0.0
MFUMt8,0.0
MGCH,0.0
MGSA,0.0
MGt5,-0.2971381222278277
MHPGLUT,0.0
MI1PP,0.0
MI3PP,0.0
MI3PS,0.0
MICITDr,0.0
MLDCP1App,0.0
MLDEP2pp,0.0
MLTG1,74.9032884008691
MLTG2,74.90328840086912
MLTGY2pp,0.0
MLTP1,74.90328840086912
MLTP2,74.9032884008691
MLTP3,74.9032884008691
MMCD,0.0
MMSDHir,0.0
MN2t3pp,0.0
MN6PP,0.0
MNL1P_Et,0.0
MNLpts,0.0
MNabc,0.0
MNabc_1,0.0
MNabc_rev,0.0
MNt2,0.02366829307889671
MNt2pp,0.0
MOBDabc,0.0
MOBDabc_rev,0.0
MOHMT,0.0
MPTG,0.0
MSHAMID,0.0
MSHS,0.0
MS_1,0.0
MTAM_1,0.0
MTHFC,0.007638247983493435
MTHFD,0.007638247983493435
MTHFR2,0.0
MTHFR3,0.003425223310991024
MTI,0.0
MYCTR,0.0
MYCTR2,0.0
Mn2t,0.0
N2Otex,0.0
NABTNO,0.0
NACGS,0.0
NADDP,0.0
NADH5,0.0
NADHHR,0.0
NADHPO,0.0
NADHXD,0.0
NADHXE,0.0
NADK,0.015310748200112769
NADN,0.0
NADPHHR,0.0
NADPHQR2,0.0
NADPHXD,0.0
NADPHXE,0.0
NADS1,0.07802658702423
NAPRT,0.0
NARK,33.7758873039715
NAabc,0.0
NAabcO,0.0
NAt,0.0
NAt3_1,0.0
NAt3_1p5pp,0.0
NAt3_2,7.393344516757451
NDPK1,24.68243319681151
NDPK2,17.28467014198284
NDPK3,36.779465625375714
NDPK4,0.89624393155197
NDPK5,0.9253925819284404
NDPK6,0.8962439315519701
NDPK7,0.9253925819284404
NDPK8,0.0
NH3c,0.0
NH4t,0.0
NH4tex,0.0
NH4tpp,0.0
NI2abcpp,0.0
NI2t3pp,0.0
NI2t4pp,0.0
NI2tex,0.0
NI2uabcpp,0.0
NIabc,0.0
NMNAT,0.0
NMNDA,0.0
NMO,33.77588730397151
NNAM,0.0
NNATr,0.07802658702423
NNDPR,0.07802658702423
NO2t2r,0.0
NO2t2rpp,0.0
NO2t3,0.0
NO3R1,0.0
NO3R2,0.0
NO3t7pp,0.0
NO3tex,0.0
NORZpp,0.0
NOX,0.0
NOt,0.0
NOtpp,0.0
NPHS,0.003425223310983303
NT5C,0.0
NTD1,0.0
NTD2,0.0
NTD4,0.0
NTD5,0.0
NTD6,0.0
NTD7,0.0
NTD9,0.0
NTP1,0.0
NTP10,0.0
NTP3,0.0
NTP5,0.0
NTPP1,0.0
NTPP11,0.0
NTPP2,0.0
NTPP3,0.0
NTPP4,0.0
NTPP5,0.0
NTPP6,0.0
NTPP7,0.0
NTPP8,0.0
NTPP9,0.0
NTPTP1,0.0
NTPTP2,0.0
O2tex,556.2518772744318
O2tpp,556.2518772744318
OBTFL,0.0
OCBT,-11.330467451567198
OCOAT1,0.0
OCTAtex,0.0
OCTDPS,0.0034252233109833027
ODH2E,0.0
OHEDH,0.0
OIVD1r,0.0
OIVD2E,0.0
OMCDC,0.0
OMPDC,11.3304674515672
OP4ENH,0.0
OPETDC,0.0
OPTCCL,0.0
ORNCD,0.0
ORNCD_1,0.0
ORNDC,0.0
ORNR,0.0
ORNTAC,0.0
ORNabcpp,0.0
ORNt,-11.330467451567198
ORNtex,0.0
ORPT,-11.330467451567198
OXCOAHDH,0.0
OXDHCOAT,0.0
OXGDC,0.0
OXPTNDH,0.0
P5CD,0.0
P5CR,0.0
P5CRx,0.0
PA160abcpp,0.0
PACALtabcpp,0.0
PACCOAE,0.0
PACCOAL,0.0
PACOAT,0.0
PANTS,0.0
PAPA160pp,0.0
PAPPT3,3.4252233109832977
PAPSR,0.0
PC,0.0
PCNO,0.0
PDBL_3,0.007638247983493436
PDBL_4,0.0
PDC,0.0
PDE1,0.0
PDH,0.0
PDHa,0.0
PDHbr,2.951962294189319e-15
PDHcr,0.0
PDX5POi,0.0
PE120abcpp,0.0
PE141abcpp,0.0
PE161abcpp,0.0
PEAMNO,0.0
PEAMNO2pp,0.0
PEAMNOpp,0.0
PEAMNtex,0.0
PEAtabcpp,0.0
PEPA,74.9032884008691
PEPCK_re,10.279095156261832
PFK,506.4704580565522
PFL,24.881507175641115
PG120abcpp,0.0
PG140abcpp,0.0
PG160abcpp,0.0
PG161abcpp,0.0
PG180abcpp,0.0
PG181abcpp,0.0
PGAMT,-6.850446621966597
PGCD,0.011457371975696934
PGI,524.3230188060837
PGK,-999.9999999999985
PGL,0.0
PGM,-999.9999999999982
PGMT,224.70986520260732
PGP160abcpp,0.0
PGPP160,0.0
PGPP160pp,0.0
PGSA160,0.0
PHACOAOR,0.0
PHCD,0.0
PHCHGS,0.0
PHEME2abcpp,0.0
PHEMEt,0.0
PHEMEtonex,0.0
PHER,0.0
PHET,0.0
PHETA1,0.0
PHEabc,6.345739967093777
PIMEtr,0.0
PIabc,0.0
PIt2rpp,0.0
PLCD,0.0
PLIPA1E120pp,0.0
PLIPA1E141pp,0.0
PLIPA1E161pp,0.0
PLIPA1G120pp,-3.2807500191212414e-19
PLIPA1G140pp,0.0
PLIPA1G161pp,0.0
PLIPA1G180pp,0.0
PLIPA1G181pp,0.0
PLPS,0.0
PMANM,0.0
PMDPHT,0.015276495966986879
PMPK,1.6995405120858933e-18
PNCDC,0.0
PNP_1,0.0
PNTK,0.019729286271262834
PNTOt2,0.019729286271262834
POX,0.0
PPA,133.25848417497446
PPA2,0.0
PPAKr,0.0
PPAP_Et,0.0
PPAt2pp,0.0
PPAt4pp,0.0
PPAtex,0.0
PPBNGS,0.0
PPC,0.0
PPCDC,0.019729286271262837
