model	objective	reaction	flux	status	minimum	maximum
Cstr_15.xml	objective	R_AGM3PApp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AGM4PApp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AGPR	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AHCYSNS	0.003425	optimal	0.003425	0.003425
Cstr_15.xml	objective	R_AHGDx	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AHMMPS_1	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AHSERL2	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AI2abcpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AI2tpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AICART	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AIRCr	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AKGDa	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AKGDb	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALAALAD	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALAALAabcpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALAALAr	3.425223	optimal	3.425223	3.425223
Cstr_15.xml	objective	R_ALAGLNtr	9.021456	optimal	0.0	9.021456
Cstr_15.xml	objective	R_ALAGLUabcpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALAGLYtr	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALAHISabcpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALAHIStex	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALAHIStr	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALALEUabcpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALALEUt	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALALEUtex	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALAR	0.0	optimal	-1000.0	1000.0
Cstr_15.xml	objective	R_ALATA_D	-3.425223	optimal	-1000.0	1000.0
Cstr_15.xml	objective	R_ALATA_L	-4.511362	optimal	-1000.0	1000.0
Cstr_15.xml	objective	R_ALATHRabcpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALATHRtex	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALATHRtr	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALATRPabcpp	1.947	optimal	0.0	1.947
Cstr_15.xml	objective	R_ALATRPtex	1.947	optimal	0.0	1.947
Cstr_15.xml	objective	R_ALAabc	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALAt2r	0.0	optimal	0.0	104.6826
Cstr_15.xml	objective	R_ALAt4	0.0	optimal	0.0	104.6826
Cstr_15.xml	objective	R_ALCD19	-50.315486	optimal	-1000.0	993.258398
Cstr_15.xml	objective	R_ALCD19y	0.0	optimal	-1000.0	985.203949
Cstr_15.xml	objective	R_ALCD2ir	74.207003	optimal	-1000.0	1000.0
Cstr_15.xml	objective	R_ALCD2x	0.0	optimal	-1000.0	1000.0
Cstr_15.xml	objective	R_ALCD2y	74.207003	optimal	-1000.0	1000.0
Cstr_15.xml	objective	R_ALDD1	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALDD19xr	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALDD20x	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALDD20y	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALDD2x	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALDD2y	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALDD3y	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALKP	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALLTAMH	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALPHNH	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALR2	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ALR3	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMALT1	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMALT2	0.0	optimal	0.0	74.903288
Cstr_15.xml	objective	R_AMALT3	0.0	optimal	0.0	74.903288
Cstr_15.xml	objective	R_AMALT4	0.0	optimal	0.0	74.903288
Cstr_15.xml	objective	R_AMAOTr	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMMQT8	0.003425	optimal	0.0	0.003425
Cstr_15.xml	objective	R_AMMQT8_2	0.0	optimal	0.0	0.003425
Cstr_15.xml	objective	R_AMPEP1	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPEP10	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPEP11	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPEP12	9.021456	optimal	0.0	9.021456
Cstr_15.xml	objective	R_AMPEP13	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPEP14	5.271727	optimal	0.0	5.271727
Cstr_15.xml	objective	R_AMPEP15	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPEP16	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPEP17	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPEP18	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPEP2	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPEP3	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPEP4	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPEP5	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPEP6	0.0	optimal	-1000.0	0.0
Cstr_15.xml	objective	R_AMPEP7	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPEP8	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPEP9	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPMS2	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPN	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPTASEAH	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPTASEAL	0.0	optimal	0.0	1000.0
Cstr_15.xml	objective	R_AMPTASEAT	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPTASEATRP	1.947	optimal	0.0	1.947
Cstr_15.xml	objective	R_AMPTASECG	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPTASEGGLN	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPTASEGGLU	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPTASEGM	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPTASEGS	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPTASEHG	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AMPTASEHH	1.622494	optimal	1.622494	1.622494
Cstr_15.xml	objective	R_AMPTASEPG	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ANHGMtex	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ANPRT	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ANS	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AOXSr	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AP4AH	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_AP4AS	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_APRAUR	0.015276	optimal	0.015276	0.015276
Cstr_15.xml	objective	R_APRTO2	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_APSR	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_APTNAT	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ARABR	0.0	optimal	0.0	1000.0
Cstr_15.xml	objective	R_ARABRr	0.0	optimal	-1000.0	0.0
Cstr_15.xml	objective	R_ARBT6Pt	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ARBTpts	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ARBt2rpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ARBt3ipp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ARGDr	11.330467	optimal	0.0	11.330467
Cstr_15.xml	objective	R_ARGN_1	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ARGORNt7pp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ARGR	0.0	optimal	0.0	1000.0
Cstr_15.xml	objective	R_ARGSL	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ARGSS	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ARGabc	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ARGabcpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ARGt5r	21.462004	optimal	10.131537	21.462004
Cstr_15.xml	objective	R_ARSR	0.0	optimal	-1000.0	0.0
Cstr_15.xml	objective	R_ARUH	0.0	optimal	-1000.0	0.0
Cstr_15.xml	objective	R_ASAD	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ASNN	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ASNS1	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ASNabc	8.256672	optimal	8.256672	8.256672
Cstr_15.xml	objective	R_ASO3t4pp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ASO3tex	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ASO3tex_1	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ASO4rt2rpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ASO4t4pp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ASPCT	11.330467	optimal	0.0	11.330467
Cstr_15.xml	objective	R_ASPK	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ASPO5	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ASPO6	0.078027	optimal	0.078027	0.078027
Cstr_15.xml	objective	R_ASPT	0.0	optimal	0.0	984.667673
Cstr_15.xml	objective	R_ASPTA	-26.662795	optimal	-1000.0	-15.332327
Cstr_15.xml	objective	R_ASPabc	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ASPabcpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ASPt2_3pp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ASPt2r	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ATAH_1	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ATHRDHr	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ATPHs	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ATPM	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ATPPRT	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_ATPS4rpp	965.489648	optimal	941.118074	980.758697
Cstr_15.xml	objective	R_BALAt2pp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_BALAt2r	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_BALAtex	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_BETALDHx	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_BETALDHy	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_BMNMSHS	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_BMNt	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_BPNT	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_BPNT2	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_BTDD_RR	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_BTNTe	0.0	optimal	0.0	1000.0
Cstr_15.xml	objective	R_BTNt	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_BTNt2i	0.0	optimal	0.0	1000.0
Cstr_15.xml	objective	R_BTS2	-3.156549	optimal	-500.0	-3.156549
Cstr_15.xml	objective	R_BTS3r	3.156549	optimal	3.156549	500.0
Cstr_15.xml	objective	R_BUTCT	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_BUTt2rpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_BUTt4pp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_BUTtex	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CAT	0.039013	optimal	0.0	496.668212
Cstr_15.xml	objective	R_CATpp	0.0	optimal	0.0	500.0
Cstr_15.xml	objective	R_CAt6	-0.178283	optimal	-0.178283	-0.178283
Cstr_15.xml	objective	R_CBPS	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CD2abc1	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CD2abcpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CD2t3pp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CD2t4pp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CD2tex	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CD2tpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CDAPPA140	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CDAPPA160190	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CDAPPA180	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CDAPPA181	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CDAPPA190	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CDPMEK	37.704858	optimal	37.704858	37.704858
Cstr_15.xml	objective	R_CDPPT160	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CGLYabcpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CHCOAL	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CHLabc	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CHLabc_rev	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CHLabcpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CHLt2	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CHLt2pp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CHLt3pp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CHOLD	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CHORM	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CHORS	0.003425	optimal	0.003425	0.003425
Cstr_15.xml	objective	R_CIGAMS	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CLPNH160pp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CLPNS160pp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CMCBTFL	0.0	optimal	0.0	1000.0
Cstr_15.xml	objective	R_CMCBTFU	0.0	optimal	0.0	1000.0
Cstr_15.xml	objective	R_CMCBTFtex	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CMCBTFtpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CMCMSAD	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CMHMI	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CO2t	-43.055333	optimal	-1000.0	0.0
Cstr_15.xml	objective	R_CO2tex	-956.944667	optimal	-1000.0	0.0
Cstr_15.xml	objective	R_CO2tpp	0.0	optimal	-67.426908	972.213715
Cstr_15.xml	objective	R_COBALT2abcpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_COBALT2t3pp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_COBALTt4pp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_COBALTt5	-0.003425	optimal	-0.003425	-0.003425
Cstr_15.xml	objective	R_COabc	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CPPPGO	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CPPPGO2	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CRESOLtex	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CRO4abcpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CRO4t3pp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CS	0.0	optimal	0.0	18.031061
Cstr_15.xml	objective	R_CSND	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CTECOAI6	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CTECOAI7	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CTECOAI8	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CTPS1	5.49834	optimal	5.49834	5.49834
Cstr_15.xml	objective	R_CTPS2	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CU1Opp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CU2abcpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CU2t4pp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CUabcpp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CUtex	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CYANST	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CYANt2pp	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CYANtex	0.0	optimal	0.0	0.0
Cstr_15.xml	objective	R_CYO1b	0.0	optimal	0.0	104.6826
