	Cstr_14
EX_glyglygln_e	0.2832039617516696
EX_glymet_e	0.0
EX_glyser_e	0.23984961189484963
EX_gthrd_e	0.2090069573139794
EX_gua_e	0.0
EX_hco3_e	0.0
EX_hdca_e	0.09766467430221007
EX_his__L_e	0.27303573112131707
EX_hisgly_e	0.2892639571133619
EX_hishis_e	0.31157730967272773
EX_hxa_e	0.024069609307251508
EX_hxan_e	0.0
EX_idon__L_e	0.04245998361939811
EX_ile__L_e	0.2079702676814554
EX_ind3ac_e	0.0
EX_inost_e	0.0
EX_istfrnA_e	0.0
EX_istfrnB_e	0.0
EX_lac__D_e	0.26157508816115155
EX_lac__L_e	0.2902872897287404
EX_lcts_e	10.965772065114502
EX_leu__L_e	0.08561966010945668
EX_leuleu_e	0.06926470867428075
EX_lipoate_e	0.0
EX_lnlc_e	0.0
EX_lys__L_e	0.2100116788544802
EX_lysglugly_e	0.2655148010007308
EX_mal__L_e	0.32163765672590056
EX_malt_e	12.547095538330225
EX_malthp_e	15.297638534889872
EX_man_e	12.547095538330158
EX_melib_e	0.0
EX_met_L_ala__L_e	0.0
EX_met__D_e	0.0
EX_met__L_e	0.0
EX_metox__R_e	0.0
EX_metsox_S__L_e	0.0
EX_metsox_R__L_e	0.0
EX_mnl_e	9.551972488868325
EX_ocdca_e	0.0
EX_ocdcea_e	0.0
EX_octa_e	0.04686576927812146
EX_orn__L_e	0.2991425221694064
EX_pea_e	0.35286616670231596
EX_peng_e	0.0
EX_phe__L_e	0.1528146289459609
EX_pheme_e	0.0
EX_pime_e	0.0
EX_pnto__R_e	1.6330824028683013e-13
EX_ppa_e	0.07769638571311738
EX_pro__L_e	0.29914252216947157
EX_progly_e	0.25568543287106726
EX_prohisglu_e	0.3001072354625126
EX_ptrc_e	0.19137609490227347
EX_pyovd_kt_e	0.0
EX_pyr_e	0.2785284017524994
EX_raffin_e	10.965772065114495
EX_rib__D_e	5.096283670637205
EX_ribflv_e	0.0
EX_salc_e	0.0
EX_salchs4_e	0.0
EX_salchs4fe_e	0.0
EX_sbt__D_e	9.551972488868262
EX_ser__D_e	0.4561736701288633
EX_ser__L_e	0.45617367012885346
EX_serglugly_e	0.287963852374803
EX_skm_e	0.0409832161997079
EX_spmd_e	0.0
EX_stfrnA_e	0.0
EX_stfrnB_e	0.0
EX_succ_e	0.2500967026255024
EX_sucr_e	12.547095538330145
EX_tag160_e	2.011642520132913
EX_tag180_e	2.0116425201329062
EX_tag181d9_e	2.0116425201329062
EX_tag182d9d12_e	2.0116425201329062
EX_taur_e	0.0
EX_tcynt_e	0.0
EX_thm_e	0.0
EX_thr__L_e	0.3215476183334687
EX_thym_e	0.0
EX_tma_e	0.0
EX_tre_e	12.547095538330154
EX_trp__L_e	0.0
EX_tyr__L_e	0.0
EX_udcpp_e	0.0
EX_ura_e	0.0
EX_urea_e	0.0
EX_val__L_e	0.045773372616721875
EX_vanln_e	0.17941419645202233
EX_vanlt_e	0.17790438869132547
EX_xyl__D_e	0.0
