	Cstr_1115
EX_pyr_e	0.3183878972206267
EX_raffin_e	11.406450335198496
EX_rib__D_e	5.335634605711783
EX_ribflv_e	0.3050598980615764
EX_salc_e	0.3050189169382596
EX_salchs4_e	0.3050189169382497
EX_salchs4fe_e	0.3050189169382497
EX_sbt__D_e	6.5691546301290815
EX_ser__L_e	0.4697044720535228
EX_serglugly_e	0.3087057724032038
EX_skm_e	0.3108241059744277
EX_spmd_e	0.3050189169382619
EX_stfrnA_e	0.3050189169382697
EX_stfrnB_e	0.3050189169382697
EX_succ_e	0.3050189169382697
EX_sucr_e	13.036019817306881
EX_tag160_e	0.8902444388035811
EX_tag180_e	0.8902444388287425
EX_tag181d9_e	0.8902444388041109
EX_tag182d9d12_e	0.8902444388034104
EX_taur_e	0.30501891693825967
EX_tcynt_e	0.3050189169382451
EX_thm_e	0.3050365530340081
EX_thr__L_e	0.33594884204629366
EX_tol_e	0.30501891693824984
EX_tre_e	13.036019826382242
EX_trp__L_e	0.3072927889085395
EX_tyr__L_e	0.3081602068907514
EX_ura_e	0.3072331624175044
EX_urea_e	0.3050189169382484
EX_val__L_e	0.30618457426487794
EX_xtsn_e	0.3152081035617702
EX_xyl__D_e	0.3050189169382692
EX_btn_e	0.3050189169382797
EX_34dhbz_e	0.3050189169382797
