,Id,Name,Determined Formula,Determined Charge,Previous Formula,Previous Charge,Inferrence Type,Reasoning,Used Databases,Previous Databases,Similarity
10,M_2agpe140_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),C19H40NO7P,0,C19H40NO7P,0,Inferred,unconstrained Target & Adherence,,,Same
11,M_2agpe140_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),C19H40NO7P,0,C19H40NO7P,0,Inferred,unconstrained Target & Adherence,,,Same
12,M_2agpe141_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),C19H38NO7P,0,C19H38NO7P,0,Inferred,unconstrained Target & Adherence,,,Same
13,M_2agpe141_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),C19H38NO7P,0,C19H38NO7P,0,Inferred,unconstrained Target & Adherence,,,Same
14,M_2agpe161_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1),C21H42NO7P,0,C21H42NO7P,0,Inferred,unconstrained Target & Adherence,,,Same
15,M_2agpe161_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1),C21H42NO7P,0,C21H42NO7P,0,Inferred,unconstrained Target & Adherence,,,Same
16,M_pe141_c,"Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)",C33H62NO8P,0,C33H62NO8P,0,Inferred,unconstrained Target & Adherence,,,Same
17,M_2agpg141_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1),C20H38O9P,-1,C20H38O9P,-1,Inferred,unconstrained Target & Adherence,,,Same
18,M_2agpg141_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1),C20H38O9P,-1,C20H38O9P,-1,Inferred,unconstrained Target & Adherence,,,Same
19,M_2agpg160_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0),C22H44O9P,-1,C22H44O9P,-1,Inferred,unconstrained Target & Adherence,,,Same
20,M_2agpg160_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0),C22H44O9P,-1,C22H44O9P,-1,Inferred,unconstrained Target & Adherence,,,Same
21,M_pg141_c,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",C34H62O10P,-1,C34H62O10P,-1,Inferred,unconstrained Target & Adherence,,,Same
22,M_2hh24dd_c,2-Hydroxyhepta-2-4-dienedioate,C7H6O5,-2,C7H6O5,-2,Inferred,unconstrained Target & Adherence,,,Same
23,M_abt__L_c,L Arabinitol C5H12O5,C5H12O5,0,C5H12O5,0,Inferred,unconstrained Target & Adherence,,,Same
24,M_abt__L_e,L Arabinitol C5H12O5,C5H12O5,0,C5H12O5,0,Inferred,unconstrained Target & Adherence,,,Same
25,M_actn__R_c, R  Acetoin C4H8O2,C4H8O2,0,C4H8O2,0,Inferred,unconstrained Target & Adherence,,,Same
26,M_ocdceap_c,Octadecanoyl-phosphate (n-C18:1),C18H34O5P,-1,C18H34O5P,-1,Inferred,unconstrained Target & Adherence,,,Same
27,M_actn__R_e, R  Acetoin C4H8O2,C4H8O2,0,C4H8O2,0,Inferred,unconstrained Target & Adherence,,,Same
28,M_cdp4dh36ddglc_c,CDP-4-dehydro-3-6-dideoxy-D-glucose,C15H21N3O14P2,-2,C15H21N3O14P2,-2,Inferred,unconstrained Target & Adherence,,,Same
29,M_clpn141_p,"Cardiolipin (tetratetradec-7-enoyl, n-C14:1)",C65H116O17P2,-2,C65H116O17P2,-2,Inferred,unconstrained Target & Adherence,,,Same
30,M_pg141_p,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",C34H62O10P,-1,C34H62O10P,-1,Inferred,unconstrained Target & Adherence,,,Same
31,M_cu_p,Cu+,Cu,1,Cu,1,Inferred,unconstrained Target & Adherence,,,Same
32,M_cu_e,Cu+,Cu,1,Cu,1,Inferred,unconstrained Target & Adherence,,,Same
33,M_q_c,Ubiquinone,C14H18O4,0,C14H18O4,0,Inferred,unconstrained Target & Adherence,,,Same
34,M_qh2_c,Ubiquinol,C14H20O4,0,C14H20O4,0,Inferred,unconstrained Target & Adherence,,,Same
35,M_2ahhmp_c,2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine C7H9N5O2,C7H9N5O2,0,C7H9N5O2,0,Inferred,unconstrained Target & Adherence,,,Same
36,M_25dhpp_c,2 5 Diamino 6 hydroxy 4  5  phosphoribosylamino  pyrimidine C9H14N5O8P,C9H14N5O8P,-2,C9H14N5O8P,-2,Inferred,unconstrained Target & Adherence,,,Same
37,M_mdhdhf_c,"(2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one",C5H8O4,0,C5H8O4,0,Inferred,unconstrained Target & Adherence,,,Same
38,M_3hbycoa_c, S  3 Hydroxybutyryl CoA C25H38N7O18P3S,C25H38N7O18P3S,-4,C25H38N7O18P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
39,M_salchs4_c,Salmochelin-S4,C42H47N3O25,0,C42H47N3O25,0,Inferred,unconstrained Target & Adherence,,,Same
40,M_2ahhmd_c,2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine diphosphate C7H8N5O8P2,C7H8N5O8P2,-3,C7H8N5O8P2,-3,Inferred,unconstrained Target & Adherence,,,Same
41,M_trpglcur_c,Tryptophanyl-beta-D-glucuronide,C17H20N2O8,0,C17H20N2O8,0,Inferred,unconstrained Target & Adherence,,,Same
42,M_glcn__D_c,D Gluconate C6H11O7,C6H11O7,-1,C6H11O7,-1,Inferred,unconstrained Target & Adherence,,,Same
43,M_glcn__D_e,D Gluconate C6H11O7,C6H11O7,-1,C6H11O7,-1,Inferred,unconstrained Target & Adherence,,,Same
44,M_lipopb_c,Lipoate (protein bound),C8H13OS2,1,C8H13OS2,1,Inferred,unconstrained Target & Adherence,,,Same
45,M_octapb_c,Octanoate (protein bound),C8H15O,1,C8H15O,1,Inferred,unconstrained Target & Adherence,,,Same
46,M_mththf_c,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",C5H10O5,0,C5H10O5,0,Inferred,unconstrained Target & Adherence,,,Same
47,M_rephaccoa_c,"Ring 1,2-epoxyphenylacetyl-CoA",C29H38N7O18P3S,-4,C29H38N7O18P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
48,M_pe141_p,"Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)",C33H62NO8P,0,C33H62NO8P,0,Inferred,unconstrained Target & Adherence,,,Same
49,M_pgp140_c,"Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)",C34H65O13P2,-3,C34H65O13P2,-3,Inferred,unconstrained Target & Adherence,,,Same
50,M_pgp141_c,"Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)",C34H61O13P2,-3,C34H61O13P2,-3,Inferred,unconstrained Target & Adherence,,,Same
51,M_pgp141_p,"Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)",C34H61O13P2,-3,C34H61O13P2,-3,Inferred,unconstrained Target & Adherence,,,Same
52,M_salchs4_p,Salmochelin-S4,C42H47N3O25,0,C42H47N3O25,0,Inferred,unconstrained Target & Adherence,,,Same
53,M_salchs4fe_p,Salmochelin-S4-Fe-III,C42FeH47N3O25,3,C42FeH47N3O25,3,Inferred,unconstrained Target & Adherence,,,Same
54,M_salchs4fe_c,Salmochelin-S4-Fe-III,C42FeH47N3O25,3,C42FeH47N3O25,3,Inferred,unconstrained Target & Adherence,,,Same
55,M_salchs4fe_e,Salmochelin-S4-Fe-III,C42FeH47N3O25,3,C42FeH47N3O25,3,Inferred,unconstrained Target & Adherence,,,Same
56,M_salchs4_e,Salmochelin-S4,C42H47N3O25,0,C42H47N3O25,0,Inferred,unconstrained Target & Adherence,,,Same
57,M_udcpo5_p,Undecaprenyl diphosphate galactose-rhamnose-mannose-abequose-acetyl,C81H134O25P2,0,C81H134O25P2,-2,Inferred,,,,Diff
58,M_udcpo4_c,Undecaprenyl diphosphate galactose-rhamnose-mannose-abequose,C79H132O24P2,0,C79H132O24P2,-2,Inferred,,,,Diff
59,M_udcpo5_c,Undecaprenyl diphosphate galactose-rhamnose-mannose-abequose-acetyl,C81H134O25P2,0,C81H134O25P2,-2,Inferred,,,,Diff
60,M_udcpo5_e,Undecaprenyl diphosphate galactose-rhamnose-mannose-abequose-acetyl,C81H134O25P2,0,C81H134O25P2,-2,Inferred,,,,Diff
61,M_udcpgrm_c,Undecaprenyl diphosphate galactose-rhamnose-mannose,C73H122O21P2,0,C73H122O21P2,-2,Inferred,,,,Diff
62,M_udcpgr_c,Undecaprenyl diphosphate galactose-rhamnose,C67H112O16P2,0,C67H112O16P2,-2,Inferred,,,,Diff
63,M_udcpg_c,Undecaprenyl diphosphate galactose,C61H102O12P2,0,C61H102O12P2,-2,Inferred,"R_UDCPGT: (M_ump_c -> Adherence & seed.compound:cpd00091, bigg.metabolite:ump; M_h_c -> Adherence & bigg.metabolite:h, seed.compound:cpd00067; M_udcpp_c -> Adherence & seed.compound:cpd00286; M_udpgal_c -> Adherence & seed.compound:cpd00043, bigg.metabolite:udpgal)",,,Diff
64,M_decdp_tb_c,"(E,E,E,E,E,E,E,Z,Z) Decaprenyl diphosphate",C50H84O7P2,0,C50H81O7P2,0,Inferred,"R_DCPDPS: (M_ppi_c -> Adherence & seed.compound:cpd00012, bigg.metabolite:ppi; M_frdp_c -> Adherence & bigg.metabolite:frdp; M_ipdp_c -> Adherence & bigg.metabolite:ipdp; M_h_c -> Adherence & bigg.metabolite:h, seed.compound:cpd00067)",,,Diff
65,M_mptamp_c,Adenylated molybdopterin,C20CuH20N10O13P4,0,C20CuH22N10O12P2S2,-2,Inferred,,,,Diff
66,M_mpt_c,Molybdopterin,C10CuH8N5O7P3,0,C10CuH10N5O6PS2,-2,Inferred,,,,Diff
67,M_pa190190_c,"1,2-sn-glycerol 3-phosphate",C41H81O8P,0,C41H79O8P,-1,Inferred,"R_DASYN190190: (M_ppi_c -> Adherence & seed.compound:cpd00012, bigg.metabolite:ppi; M_cdpc19c19g_c -> Adherence & seed.compound:cpd15936; M_ctp_c -> Adherence & bigg.metabolite:ctp; M_h_c -> Adherence & bigg.metabolite:h, seed.compound:cpd00067)",,,Diff
68,M_moco_c,Molybdenum cofactor,C10H11MoN5O9P3,3,C10H10MoN5O8PS2,-2,Inferred,"R_MOCDS: (M_mococdp_c -> Adherence & metanetx.chemical:MNXM1103700; M_ppi_c -> Adherence & seed.compound:cpd00012, bigg.metabolite:ppi; M_ctp_c -> Adherence & bigg.metabolite:ctp; M_h_c -> Adherence & bigg.metabolite:h, seed.compound:cpd00067)",,,Diff
69,M_3hmrsACP_c,(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein],C25H47N2O9PR,-1,C25H47N2O9PR,-1,Unconstrained,unconstrained Target & Adherence & seed.compound:cpd11484,seed.compound:cpd11484,seed.compound:cpd11484,Same
70,M_trdox_c,Oxidized thioredoxin,C6H7NO2RS2,0,C6H7NO2RS2,0,Unconstrained,unconstrained Target & Adherence,,,Same
71,M_trdrd_c,Reduced thioredoxin,C6H9NO2RS2,0,C6H9NO2RS2,0,Unconstrained,unconstrained Target & Adherence,,,Same
72,M_iscs_c,IscS sulfur acceptor protein,HRS,0,HRS,0,Unconstrained,unconstrained Target & Adherence,,,Same
73,M_iscssh_c,IscS with bound sulfur,HRS2,0,HRS2,0,Unconstrained,unconstrained Target & Adherence,,,Same
74,M_moadamp_c,MoaD Protein with bound AMP,C11H12N5O8PR,-1,C11H12N5O8PR,-1,Unconstrained,unconstrained Target & Adherence,,,Same
75,M_moadcoo_c,MoaD Protein with carboxylate,CO2R,-1,CO2R,-1,Unconstrained,unconstrained Target & Adherence,,,Same
76,M_sufse_c,SufSE sulfur acceptor complex,HRS,0,HRS,0,Unconstrained,unconstrained Target & Adherence,,,Same
77,M_sufsesh_c,SufSE with bound sulfur,HRS2,0,HRS2,0,Unconstrained,unconstrained Target & Adherence,,,Same
78,M_tdeACP_c,Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),C25H45N2O8PR,-1,C25H45N2O8PR,-1,Unconstrained,"unconstrained Target & Adherence & seed.compound:cpd15294, bigg.metabolite:tdeACP","seed.compound:cpd15294, bigg.metabolite:tdeACP","seed.compound:cpd15294, bigg.metabolite:tdeACP",Same
79,M_hdeACP_c,Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1),C27H49N2O8PR,-1,C27H49N2O8PR,-1,Unconstrained,"unconstrained Target & Adherence & bigg.metabolite:hdeACP, seed.compound:cpd15239","bigg.metabolite:hdeACP, seed.compound:cpd15239","bigg.metabolite:hdeACP, seed.compound:cpd15239",Same
80,M_octeACP_c,Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),C29H53N2O8PR,-1,C29H53N2O8PR,-1,Unconstrained,"unconstrained Target & Adherence & bigg.metabolite:octeACP, seed.compound:cpd11825","bigg.metabolite:octeACP, seed.compound:cpd11825","bigg.metabolite:octeACP, seed.compound:cpd11825",Same
81,M_palmACP_c,Palmitoyl-ACP (n-C16:0ACP),C27H51N2O8PR,-2,C27H51N2O8PR,-1,Unconstrained,seed.compound:cpd15277,seed.compound:cpd15277,bigg.metabolite:palmACP,Diff
82,M_ocdcaACP_c,Octadecanoyl-ACP (n-C18:0ACP),C29H55N2O8PR,-2,C29H55N2O8PR,-1,Unconstrained,seed.compound:cpd15268,seed.compound:cpd15268,bigg.metabolite:ocdcaACP,Diff
83,M_malACP_c,Malonyl-[acyl-carrier protein],C14H24N2O10PR,-2,C14H22N2O10PR,-2,Unconstrained,seed.compound:cpd11492,seed.compound:cpd11492,bigg.metabolite:malACP,Diff
84,M_fdxo_42_c,Ferredoxin (oxidized form 4:2),R,0,Fe8RS8,0,Unconstrained,,,,Diff
85,M_alpro_c,S Aminomethyldihydrolipoylprotein CH6NS2X,C9H20N2O2R,1,CH6NRS2,1,Unconstrained,seed.compound:cpd11830,seed.compound:cpd11830,,Diff
86,M_grxrd_c,Glutaredoxin (reduced),C6H9NO22R,0,R,0,Unconstrained,seed.compound:cpd15481,seed.compound:cpd15481,,Diff
87,M_sufbcd_c,SufBCD scaffold complex,R,0,H8O2RS6,0,Unconstrained,,,,Diff
88,M_grxox_c,Glutaredoxin (oxidized),C6H7NO22R,0,R,0,Unconstrained,"metanetx.chemical:MNXM729075, seed.compound:cpd15480","metanetx.chemical:MNXM729075, seed.compound:cpd15480",,Diff
89,M_lpro_c,Lipoylprotein S2X,C8H14NO2R,0,RS2,0,Unconstrained,"metanetx.chemical:MNXM741249, seed.compound:cpd12005, metanetx.chemical:MNXM741253","metanetx.chemical:MNXM741249, seed.compound:cpd12005, metanetx.chemical:MNXM741253",,Diff
90,M_dhlpro_c,Dihydrolipolprotein H2S2X,C8H16NO2R,0,H2RS2,0,Unconstrained,"metanetx.chemical:MNXM731215, metanetx.chemical:MNXM731218, seed.compound:cpd12225","metanetx.chemical:MNXM731215, metanetx.chemical:MNXM731218, seed.compound:cpd12225",,Diff
91,M_glutrna_c,L-Glutamyl-tRNA(Glu),C25H36N6O19P2R,0,C5H7NO3R,0,Unconstrained,"metanetx.chemical:MNXM731036, metanetx.chemical:MNXM731034, metanetx.chemical:MNXM731035","metanetx.chemical:MNXM731036, metanetx.chemical:MNXM731034, metanetx.chemical:MNXM731035",,Diff
92,M_trnaglu_c,TRNA (Glu),C20H29N5O16P2R,0,C15H21N5O10PR,0,Unconstrained,"R_GLUTRR: (M_glu1sa_c -> Adherence & seed.compound:cpd02345; M_nadp_c -> Adherence & seed.compound:cpd00006, bigg.metabolite:nadp; M_glutrna_c -> metanetx.chemical:MNXM731036, metanetx.chemical:MNXM731034, metanetx.chemical:MNXM731035; M_h_c -> Adherence & bigg.metabolite:h, seed.compound:cpd00067; M_nadph_c -> Adherence & seed.compound:cpd00005, bigg.metabolite:nadph)",,,Diff
93,M_moadcosh_c,MoaD Protein with thiocarboxylate,CO2PR,0,CHORS,0,Unconstrained,"R_MOADSUx: (M_amp_c -> Adherence & seed.compound:cpd00018, bigg.metabolite:amp, metanetx.chemical:MNXM728294; M_iscs_c -> Adherence; M_nad_c -> Adherence & seed.compound:cpd00003, bigg.metabolite:nad; M_iscssh_c -> Adherence; M_moadamp_c -> Adherence; M_nadh_c -> Adherence & bigg.metabolite:nadh, seed.compound:cpd00004; M_h_c -> Adherence & bigg.metabolite:h, seed.compound:cpd00067)",,,Diff
94,M_ACP_c,Acyl carrier protein,C11H22N2O7PR,-2,C11H21N2O7PR,-1,Unconstrained,seed.compound:cpd11493,seed.compound:cpd11493,bigg.metabolite:ACP,Diff
95,M_ocACP_c,Octanoyl-ACP (n-C8:0ACP),C19H36N2O8PR,-2,C14H22N2O10PR,-1,Unconstrained,seed.compound:cpd11470,seed.compound:cpd11470,,Diff
96,M_dcaACP_c,Decanoyl-ACP (n-C10:0ACP),C21H40N2O8PR,-2,C21H39N2O8PR,-1,Unconstrained,seed.compound:cpd11474,seed.compound:cpd11474,bigg.metabolite:dcaACP,Diff
97,M_ddcaACP_c,Dodecanoyl-ACP (n-C12:0ACP),C23H44N2O8PR,-2,C23H43N2O8PR,-1,Unconstrained,seed.compound:cpd11468,seed.compound:cpd11468,bigg.metabolite:ddcaACP,Diff
98,M_fdxr_42_c,Ferredoxin (reduced form 4:2),H2R,0,Fe8RS8,-3,Unconstrained,,,,Diff
99,M_acACP_c,Acetyl-ACP,C13H24N2O8PR,-2,C13H23N2O8PR,-1,Unconstrained,seed.compound:cpd11494,seed.compound:cpd11494,bigg.metabolite:acACP,Diff
100,M_2fe1s_c,[2Fe-1S] desulfurated iron-sulfur cluster,Fe26HRS,1,Fe2S,2,Unconstrained,,,,Diff
101,M_2fe2s_c,[2Fe-2S] iron-sulfur cluster,Fe26HRS2,1,Fe2S2,2,Unconstrained,,,,Diff
102,M_4fe4s_c,[4Fe-4S] iron-sulfur cluster,Fe28RS4,0,Fe4S4,2,Unconstrained,,,,Diff
103,M_iscu_c,IscU scaffold protein,FeHRS,1,H8O2RS6,0,Unconstrained,,,,Diff
104,M_iscu_2fe2s_c,IscU with bound [2Fe-2S] cluster,Fe27RS3,0,Fe2H4O2RS8,-2,Unconstrained,,,,Diff
105,M_iscu_2fe2s2_c,IscU with two bound [2Fe-2S] clusters,Fe29HRS5,3,Fe4O2RS10,-4,Unconstrained,,,,Diff
106,M_iscu_4fe4s_c,IscU with bound [4Fe-4S] cluster,Fe29HRS5,1,Fe4H4O2RS10,-2,Unconstrained,,,,Diff
107,M_sufbcd_2fe2s_c,SufBCD with bound [2Fe-2S] cluster,Fe26HRS2,1,Fe2H4O2RS8,-2,Unconstrained,,,,Diff
108,M_sufbcd_2fe2s2_c,SufBCD with two bound [2Fe-2S] clusters,Fe28HRS4,3,Fe4O2RS10,-4,Unconstrained,,,,Diff
109,M_sufbcd_4fe4s_c,SufBCD with bound [4Fe-4S] cluster,Fe28HRS4,1,Fe4H4O2RS10,-2,Unconstrained,,,,Diff
110,M_actACP_c,Acetoacetyl-ACP,C4H5O2R,0,C15H25N2O9PR,-1,Unconstrained,"metanetx.chemical:MNXM727386, bigg.metabolite:actACP","metanetx.chemical:MNXM727386, bigg.metabolite:actACP",,Diff
111,M_tmrs2eACP_c,Trans-Tetradec-2-enoyl-[acyl-carrier protein],C398H627N96O143PRS3,0,C25H45N2O8PR,-1,Unconstrained,"R_3HAD140: (M_h2o_c -> Adherence & seed.compound:cpd00001, seed.compound:cpd15275, bigg.metabolite:h2o; M_3hmrsACP_c -> Adherence & seed.compound:cpd11484; M_h_c -> Adherence & bigg.metabolite:h, seed.compound:cpd00067)",,,Diff
112,M_myrsACP_c,Myristoyl-ACP (n-C14:0ACP),C398H627N96O143PRS3,-2,C25H47N2O8PR,-1,Unconstrained,"R_FASC161ACP: (M_ACP_c -> seed.compound:cpd11493; M_co2_c -> Adherence & seed.compound:cpd00011, bigg.metabolite:co2; M_h2o_c -> Adherence & seed.compound:cpd00001, seed.compound:cpd15275, bigg.metabolite:h2o; M_hdeACP_c -> Adherence & bigg.metabolite:hdeACP, seed.compound:cpd15239; M_nadp_c -> Adherence & seed.compound:cpd00006, bigg.metabolite:nadp; M_h_c -> Adherence & bigg.metabolite:h, seed.compound:cpd00067; M_malACP_c -> seed.compound:cpd11492; M_nadph_c -> Adherence & seed.compound:cpd00005, bigg.metabolite:nadph)",,bigg.metabolite:myrsACP,Diff
113,M_adp_c,ADP,C10H12N5O10P2,-3,C10H12N5O10P2,-3,Clean,unconstrained Target & Adherence & bigg.metabolite:adp,bigg.metabolite:adp,bigg.metabolite:adp,Same
114,M_atp_c,ATP,C10H12N5O13P3,-4,C10H12N5O13P3,-4,Clean,unconstrained Target & Adherence & bigg.metabolite:atp,bigg.metabolite:atp,bigg.metabolite:atp,Same
115,M_12dgr160_c,"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)",C35H68O5,0,C35H68O5,0,Clean,unconstrained Target & Adherence & seed.compound:cpd15309,seed.compound:cpd15309,seed.compound:cpd15309,Same
116,M_12dgr160_p,"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)",C35H68O5,0,C35H68O5,0,Clean,unconstrained Target & Adherence & seed.compound:cpd15309,seed.compound:cpd15309,seed.compound:cpd15309,Same
117,M_ppal_c,Propanal,C3H6O,0,C3H6O,0,Clean,unconstrained Target & Adherence & seed.compound:cpd00371,seed.compound:cpd00371,seed.compound:cpd00371,Same
118,M_12ppd__S_c,"(S)-Propane-1,2-diol",C3H8O2,0,C3H8O2,0,Clean,unconstrained Target & Adherence & bigg.metabolite:12ppd__S,bigg.metabolite:12ppd__S,bigg.metabolite:12ppd__S,Same
119,M_23dhmb_c,"(R)-2,3-Dihydroxy-3-methylbutanoate",C5H9O4,-1,C5H9O4,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd02498,seed.compound:cpd02498,seed.compound:cpd02498,Same
120,M_23dhmp_c,"(R)-2,3-Dihydroxy-3-methylpentanoate",C6H11O4,-1,C6H11O4,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd02535,seed.compound:cpd02535,seed.compound:cpd02535,Same
121,M_23dhdp_c,"2,3-Dihydrodipicolinate",C7H5NO4,-2,C7H5NO4,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd02120,seed.compound:cpd02120,seed.compound:cpd02120,Same
122,M_2agpe160_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0),C21H44NO7P,0,C21H44NO7P,0,Clean,unconstrained Target & Adherence & seed.compound:cpd15339,seed.compound:cpd15339,seed.compound:cpd15339,Same
123,M_2agpe160_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0),C21H44NO7P,0,C21H44NO7P,0,Clean,unconstrained Target & Adherence & seed.compound:cpd15339,seed.compound:cpd15339,seed.compound:cpd15339,Same
124,M_2agpe180_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0),C23H48NO7P,0,C23H48NO7P,0,Clean,unconstrained Target & Adherence & seed.compound:cpd15341,seed.compound:cpd15341,seed.compound:cpd15341,Same
125,M_2agpe180_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0),C23H48NO7P,0,C23H48NO7P,0,Clean,unconstrained Target & Adherence & seed.compound:cpd15341,seed.compound:cpd15341,seed.compound:cpd15341,Same
126,M_pe140_c,"Phosphatidylethanolamine (ditetradecanoyl, n-C14:0)",C33H66NO8P,0,C33H66NO8P,0,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM733473,metanetx.chemical:MNXM733473,metanetx.chemical:MNXM733473,Same
127,M_pe160_c,"Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)",C37H74NO8P,0,C37H74NO8P,0,Clean,unconstrained Target & Adherence & seed.compound:cpd15531,seed.compound:cpd15531,seed.compound:cpd15531,Same
128,M_pe180_c,"Phosphatidylethanolamine (dioctadecanoyl, n-C18:0)",C41H82NO8P,0,C41H82NO8P,0,Clean,unconstrained Target & Adherence & seed.compound:cpd15533,seed.compound:cpd15533,seed.compound:cpd15533,Same
129,M_pg120_c,"Phosphatidylglycerol (didodecanoyl, n-C12:0)",C30H58O10P,-1,C30H58O10P,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd15535,seed.compound:cpd15535,seed.compound:cpd15535,Same
130,M_pg140_c,"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",C34H66O10P,-1,C34H66O10P,-1,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM737417,metanetx.chemical:MNXM737417,metanetx.chemical:MNXM737417,Same
131,M_pg160_c,"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",C38H74O10P,-1,C38H74O10P,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd15538,seed.compound:cpd15538,seed.compound:cpd15538,Same
132,M_pg180_c,"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",C42H82O10P,-1,C42H82O10P,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd15540,seed.compound:cpd15540,seed.compound:cpd15540,Same
133,M_2dda7p_c,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate,C7H10O10P,-3,C7H10O10P,-3,Clean,unconstrained Target & Adherence & seed.compound:cpd02857,seed.compound:cpd02857,seed.compound:cpd02857,Same
134,M_idon__L_c,L-Idonate,C6H11O7,-1,C6H11O7,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd00573,seed.compound:cpd00573,seed.compound:cpd00573,Same
135,M_2dhp_c,2-Dehydropantoate,C6H9O4,-1,C6H9O4,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd00712,seed.compound:cpd00712,seed.compound:cpd00712,Same
