,Id,Name,Determined Formula,Determined Charge,Previous Formula,Previous Charge,Inferrence Type,Reasoning,Used Databases,Previous Databases,Similarity
73,M_3otdccoa_c,3 oxo  7Z  tetradecenyl CoA,C35H54N7O18P3S,-4,C35H54N7O18P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
74,M_4abzglu_c,4-aminobenzoyl-glutamate,C12H12N2O5,-2,C12H12N2O5,-2,Inferred,unconstrained Target & Adherence,,,Same
75,M_4abzglu_e,4-aminobenzoyl-glutamate,C12H12N2O5,-2,C12H12N2O5,-2,Inferred,unconstrained Target & Adherence,,,Same
76,M_4abzglu_p,4-aminobenzoyl-glutamate,C12H12N2O5,-2,C12H12N2O5,-2,Inferred,unconstrained Target & Adherence,,,Same
77,M_4hadnt_c,4 Hydroxylamino 2 6 dinitrotoluene,HNO,-1,HNO,-1,Inferred,unconstrained Target & Adherence,,,Same
78,M_6hmhptpp_c,6-hydroxymethyl-dihydropterin pyrophosphate,C7H8N5O8P2,-3,C7H8N5O8P2,-3,Inferred,unconstrained Target & Adherence,,,Same
79,M_R3hdec4coa_c, 3 Hydroxy 4Z decenoyl CoA,C31H48N7O18P3S,-4,C31H48N7O18P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
80,M_R3hdec4e_c, 3 Hydroxy 4Z decenic acid,C10H17O3,-1,C10H17O3,-1,Inferred,unconstrained Target & Adherence,,,Same
81,M_R_3h4atba_c, 3 Hydroxy 4 acetylthiobutanoic acid,HO,-1,HO,-1,Inferred,unconstrained Target & Adherence,,,Same
82,M_R_3h4atbcoa_c, 3 Hydroxy 4 acetylthiobutanyl CoA,C21H32N7O16P3S,-4,C21H32N7O16P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
83,M_R_3h6atha_c, 3 Hydroxy 6acetylthiohexanoic acid,C2H3O,-1,C2H3O,-1,Inferred,unconstrained Target & Adherence,,,Same
84,M_R_3h6athcoa_c, 3 Hydroxy 6 acetylthiohexanoyl CoA,C23H34N7O16P3S,-4,C23H34N7O16P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
85,M_R_3hcmrs7e_c, 3 hydroxy cis myristol 7 en,C14H25O3,-1,C14H25O3,-1,Inferred,unconstrained Target & Adherence,,,Same
86,M_R_3hcmrs7e_e, 3 hydroxy cis myristol 7 en,C14H25O3,-1,C14H25O3,-1,Inferred,unconstrained Target & Adherence,,,Same
87,M_R_3hcmrs7e_p, 3 hydroxy cis myristol 7 en,C14H25O3,-1,C14H25O3,-1,Inferred,unconstrained Target & Adherence,,,Same
88,M_R_3hdcaa_c, 3 hydroxydecanoic acid,C10H19O3,-1,C10H19O3,-1,Inferred,unconstrained Target & Adherence,,,Same
89,M_R_3hdd6coa_c, 3 hydroxy  6Z  dodedecenyl CoA,C33H50N7O18P3S,-4,C33H50N7O18P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
90,M_R_3hdd6e_c, 3 Hydroxydodecanoic 6 en acid,C12H19O3,-1,C12H19O3,-1,Inferred,unconstrained Target & Adherence,,,Same
91,M_R_3hdda_c, 3 Hydroxydodecanoic acid,C12H23O3,-1,C12H23O3,-1,Inferred,unconstrained Target & Adherence,,,Same
92,M_R_3hhdca_c, 3 Hydroxyhexadecanoic acid,C16H31O3,-1,C16H31O3,-1,Inferred,unconstrained Target & Adherence,,,Same
93,M_R_3hhdcoa_c, 3 Hydroxyhexadecanoyl CoA,C37H62N7O18P3S,-4,C37H62N7O18P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
94,M_R_3hhpa_c, 3 hydroxyheptanoic acid,C7H13O3,-1,C7H13O3,-1,Inferred,unconstrained Target & Adherence,,,Same
95,M_R_3hhpcoa_c, 3 Hydroxyheptanoyl CoA,C28H44N7O18P3S,-4,C28H44N7O18P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
96,M_R_3hhxa_c, 3 hydroxyhexanoic acid,C6H11O3,-1,C6H11O3,-1,Inferred,unconstrained Target & Adherence,,,Same
97,M_R_3hnonaa_c, 3 hydroxynonanoic acid,C9H15O3,-1,C9H15O3,-1,Inferred,unconstrained Target & Adherence,,,Same
98,M_R_3hnonacoa_c, 3 Hydroxynonanoyl CoA,C30H46N7O18P3S,-4,C30H46N7O18P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
99,M_R_3hocta_c, 3 hydroxyoctanoic acid,C8H15O3,-1,C8H15O3,-1,Inferred,unconstrained Target & Adherence,,,Same
100,M_R_3hpba_c, 3 Hydroxyphenylbutanoic acid,C10H11O3,-1,C10H11O3,-1,Inferred,unconstrained Target & Adherence,,,Same
101,M_R_3hpbcoa_c, 3 Hydroxyphenylbutanoyl CoA,C31H42N7O18P3S,-4,C31H42N7O18P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
102,M_R_3hpdeca_c, 3 Hydroxy 10 phenyldecanoic acid,C16H17O3,-1,C16H17O3,-1,Inferred,unconstrained Target & Adherence,,,Same
103,M_R_3hpdecacoa_c, 3 Hydroxyphenyldecanoyl CoA,C37H48N7O18P3S,-4,C37H48N7O18P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
104,M_R_3hphpa_c, 3 Hydroxy 7 phenylheptanoic acid,C13H13O3,-1,C13H13O3,-1,Inferred,unconstrained Target & Adherence,,,Same
105,M_R_3hphpcoa_c, 3 Hydroxyphenylheptanoyl CoA,C34H44N7O18P3S,-4,C34H44N7O18P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
106,M_R_3hphxa_c, 3 Hydroxy 6 phenylhexanoic acid,C12H13O3,-1,C12H13O3,-1,Inferred,unconstrained Target & Adherence,,,Same
107,M_R_3hphxacoa_c, 3 Hydroxyphenylhexanoyl CoA,C33H44N7O18P3S,-4,C33H44N7O18P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
108,M_R_3hpnona_c, 3 Hydroxy 9 phenylnonanoic acid,C15H15O3,-1,C15H15O3,-1,Inferred,unconstrained Target & Adherence,,,Same
109,M_R_3hpnonacoa_c, 3 Hydroxyphenylnonanoyl CoA,C36H46N7O18P3S,-4,C36H46N7O18P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
110,M_R_3hpocta_c, 3 Hydroxy 8 phenyloctanoic acid,C14H15O3,-1,C14H15O3,-1,Inferred,unconstrained Target & Adherence,,,Same
111,M_R_3hpoctacoa_c, 3 Hydroxyphenyloctanoyl CoA,C35H46N7O18P3S,-4,C35H46N7O18P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
112,M_R_3hppta_c, 3 Hydroxy 5 phenylpentanoic acic,C11H11O3,-1,C11H11O3,-1,Inferred,unconstrained Target & Adherence,,,Same
113,M_R_3hpptcoa_c, 3 Hydroxyphenylpentanoyl CoA,C32H42N7O18P3S,-4,C32H42N7O18P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
114,M_R_3hpt_c, 3 Hydroxypentanoic acid,C5H9O3,-1,C5H9O3,-1,Inferred,unconstrained Target & Adherence,,,Same
115,M_R_3hptcoa_c, 3 Hydroxpypentoyl CoA,C26H40N7O18P3S,-4,C26H40N7O18P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
116,M_R_3htd58coa_c, 3 hydroxy  5Z 8Z  tetradecedienyl CoA,C35H52N7O18P3S,-4,C35H52N7O18P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
117,M_R_3htd58e_c, 3 hydroxy  5Z 8Z  tetradecedienic acid,C14H21O3,-1,C14H21O3,-1,Inferred,unconstrained Target & Adherence,,,Same
118,M_R_3htd5coa_c, 3 hydroxy  5Z  tetradecenyl CoA,C35H56N7O18P3S,-4,C35H56N7O18P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
119,M_R_3htd5e_c, 3 hydroxy  5Z  tetradecenic acid,C14H25O3,-1,C14H25O3,-1,Inferred,unconstrained Target & Adherence,,,Same
120,M_R_3httdca_c, 3 Hydroxytetradecanoic acid,C14H27O3,-1,C14H27O3,-1,Inferred,unconstrained Target & Adherence,,,Same
121,M_actn__S_c,S-acetoin,C4H8O2,0,C4H8O2,0,Inferred,unconstrained Target & Adherence,,,Same
122,M_ala_L_his__L_c,Ala-His,C9H14N4O3,0,C9H14N4O3,0,Inferred,unconstrained Target & Adherence,,,Same
123,M_ala_L_his__L_e,Ala-His,C9H14N4O3,0,C9H14N4O3,0,Inferred,unconstrained Target & Adherence,,,Same
124,M_alahis_c,L alaninylhistidine,C9H14N4O3,0,C9H14N4O3,0,Inferred,unconstrained Target & Adherence,,,Same
125,M_alahis_e,L alaninylhistidine,C9H14N4O3,0,C9H14N4O3,0,Inferred,unconstrained Target & Adherence,,,Same
126,M_alahis_p,L alaninylhistidine,C9H14N4O3,0,C9H14N4O3,0,Inferred,unconstrained Target & Adherence,,,Same
127,M_alatrp_c,L alaninyltryptophan,C14H17N3O3,0,C14H17N3O3,0,Inferred,unconstrained Target & Adherence,,,Same
128,M_alatrp_e,L alaninyltryptophan,C14H17N3O3,0,C14H17N3O3,0,Inferred,unconstrained Target & Adherence,,,Same
129,M_alatrp_p,L alaninyltryptophan,C14H17N3O3,0,C14H17N3O3,0,Inferred,unconstrained Target & Adherence,,,Same
130,M_btd_RR_c, R R  2 3 Butanediol C4H10O2,C4H10O2,0,C4H10O2,0,Inferred,unconstrained Target & Adherence,,,Same
131,M_clpn120_p,"Cardiolipin (tetradodecanoyl, n-C12:0)",C57H108O17P2,-2,C57H108O17P2,-2,Inferred,unconstrained Target & Adherence,,,Same
132,M_clpn141_p,"Cardiolipin (tetratetradec-7-enoyl, n-C14:1)",C65H116O17P2,-2,C65H116O17P2,-2,Inferred,unconstrained Target & Adherence,,,Same
133,M_clpn180_p,"Cardiolipin (tetraoctadecanoyl, n-C18:0)",C81H156O17P2,-2,C81H156O17P2,-2,Inferred,unconstrained Target & Adherence,,,Same
134,M_ctncoa_c,Crotonyl-CoA,C25H40N7O17P3S,0,C25H40N7O17P3S,0,Inferred,unconstrained Target & Adherence,,,Same
135,M_dag181d9_e,1 2 Diacyl sn glycerol  nC181d9,C39H72O5,0,C39H72O5,0,Inferred,unconstrained Target & Adherence,,,Same
136,M_dag182d9d12_e,1 2 Diacyl sn glycerol  nC182d9d12,C39H68O5,0,C39H68O5,0,Inferred,unconstrained Target & Adherence,,,Same
137,M_dd6_2_coa_c,Trans cis dodedec 2 6 dienoyl CoA,C33H48N7O17P3S,-4,C33H48N7O17P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
138,M_dec4_2_coa_c,2 trans 4 cis decadienoyl CoA,C31H46N7O17P3S,-4,C31H46N7O17P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
139,M_dhcrn_c,3 dehydrocarnitine,C7H13NO3,0,C7H13NO3,0,Inferred,unconstrained Target & Adherence,,,Same
140,M_dhcrncoa_c,3 dehydrocarnitine coenzyme A,C28H44N8O18P3S,-3,C28H44N8O18P3S,-3,Inferred,unconstrained Target & Adherence,,,Same
141,M_fe3pyovd_kt_e,Ferrypyoverdine  P putida KT2440 specific,C27FeH48N10O15,2,C27FeH48N10O15,2,Inferred,unconstrained Target & Adherence,,,Same
142,M_fe3pyovd_kt_p,Ferrypyoverdine  P putida KT2440 specific,C27FeH48N10O15,2,C27FeH48N10O15,2,Inferred,unconstrained Target & Adherence,,,Same
143,M_gly_tyr__L_e,Gly-Tyr,C11H14N2O4,0,C11H14N2O4,0,Inferred,unconstrained Target & Adherence,,,Same
144,M_glybcoa_c,Glycine betaine coenzyme A,C26H42N8O17P3S,-3,C26H42N8O17P3S,-3,Inferred,unconstrained Target & Adherence,,,Same
145,M_glygln_c,L glycinylglutamine,C7H13N3O4,0,C7H13N3O4,0,Inferred,unconstrained Target & Adherence,,,Same
146,M_glygln_e,L glycinylglutamine,C7H13N3O4,0,C7H13N3O4,0,Inferred,unconstrained Target & Adherence,,,Same
147,M_glygln_p,L glycinylglutamine,C7H13N3O4,0,C7H13N3O4,0,Inferred,unconstrained Target & Adherence,,,Same
148,M_glyglu_c,L glycinylglutamate,C7H11N2O5,-1,C7H11N2O5,-1,Inferred,unconstrained Target & Adherence,,,Same
149,M_glyglu_e,L glycinylglutamate,C7H11N2O5,-1,C7H11N2O5,-1,Inferred,unconstrained Target & Adherence,,,Same
150,M_glyglu_p,L glycinylglutamate,C7H11N2O5,-1,C7H11N2O5,-1,Inferred,unconstrained Target & Adherence,,,Same
151,M_glyglygln_c,Glycine-glycine-glutamine tripeptide,C9H18N4O6,0,C9H18N4O6,0,Inferred,unconstrained Target & Adherence,,,Same
152,M_glyglygln_e,Glycine-glycine-glutamine tripeptide,C9H18N4O6,0,C9H18N4O6,0,Inferred,unconstrained Target & Adherence,,,Same
153,M_glymet_c,L Glycinylmethionine,C7H14N2O3S,0,C7H14N2O3S,0,Inferred,unconstrained Target & Adherence,,,Same
154,M_glymet_e,L Glycinylmethionine,C7H14N2O3S,0,C7H14N2O3S,0,Inferred,unconstrained Target & Adherence,,,Same
155,M_glymet_p,L Glycinylmethionine,C7H14N2O3S,0,C7H14N2O3S,0,Inferred,unconstrained Target & Adherence,,,Same
156,M_glyser_c,L glycinylserine,C5H10N2O4,0,C5H10N2O4,0,Inferred,unconstrained Target & Adherence,,,Same
157,M_glyser_e,L glycinylserine,C5H10N2O4,0,C5H10N2O4,0,Inferred,unconstrained Target & Adherence,,,Same
158,M_glyser_p,L glycinylserine,C5H10N2O4,0,C5H10N2O4,0,Inferred,unconstrained Target & Adherence,,,Same
159,M_hd2coa_c,(E)-hexadec-2-enoyl-CoA,C37H58N7O17P3S,-4,C37H58N7O17P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
160,M_hisgly_c,L histidinylglycine,C8H12N4O3,0,C8H12N4O3,0,Inferred,unconstrained Target & Adherence,,,Same
161,M_hisgly_e,L histidinylglycine,C8H12N4O3,0,C8H12N4O3,0,Inferred,unconstrained Target & Adherence,,,Same
162,M_hisgly_p,L histidinylglycine,C8H12N4O3,0,C8H12N4O3,0,Inferred,unconstrained Target & Adherence,,,Same
163,M_hishis_c,L histidinylhistidine,C12H16N6O3,0,C12H16N6O3,0,Inferred,unconstrained Target & Adherence,,,Same
164,M_hishis_e,L histidinylhistidine,C12H16N6O3,0,C12H16N6O3,0,Inferred,unconstrained Target & Adherence,,,Same
165,M_hishis_p,L histidinylhistidine,C12H16N6O3,0,C12H16N6O3,0,Inferred,unconstrained Target & Adherence,,,Same
166,M_hp2coa_c,Hep 2 enoyl CoA,C28H42N7O17P3S,-4,C28H42N7O17P3S,-4,Inferred,unconstrained Target & Adherence,,,Same
167,M_lipopb_c,Lipoate (protein bound),C8H13OS2,1,C8H13OS2,1,Inferred,unconstrained Target & Adherence,,,Same
168,M_lysglugly_c,Lysine-glutamine-glycine tripeptide,C13H26N4O7,0,C13H26N4O7,0,Inferred,unconstrained Target & Adherence,,,Same
169,M_lysglugly_e,Lysine-glutamine-glycine tripeptide,C13H26N4O7,0,C13H26N4O7,0,Inferred,unconstrained Target & Adherence,,,Same
