model	objective	reaction	flux	status	minimum	maximum	fraction_optimum
./model.xml	obj	R_ACLDC	0.0	optimal	0.0	4.510579113083106e-12	1.0
./model.xml	obj	R_ACLS	0.0	optimal	0.0	4.510579113083109e-12	1.0
./model.xml	obj	R_ACLS_d	3.552713678800501e-15	optimal	-3.060799477120439e-12	0.0	1.0
./model.xml	obj	R_ACLSa_1	0.0	optimal	0.0	4.510579113083098e-12	1.0
./model.xml	obj	R_ACLSb	22.29476489002505	optimal	-3.062439191126032e-12	22.29476489002955	1.0
./model.xml	obj	R_ACLSb_1	0.0	optimal	0.0	4.510579113083097e-12	1.0
./model.xml	obj	R_ACM6PH	0.0	optimal	-2.2737367544323206e-13	3.5645913963574646e-14	1.0
./model.xml	obj	R_ACOAD20	0.0	optimal	0.0	6.103324532699149e-14	1.0
./model.xml	obj	R_ACOAD20f	0.0	optimal	0.0	9.968107328411549e-14	1.0
./model.xml	obj	R_ACOAD21f	0.0	optimal	0.0	9.968107328411549e-14	1.0
./model.xml	obj	R_ACOAD23f	0.0	optimal	-1.0762501769009495e-13	1.6345555862661554e-13	1.0
./model.xml	obj	R_ACOAD24f	0.0	optimal	-7.39381594760552e-14	-7.39381594760552e-14	1.0
./model.xml	obj	R_ACOAD3	0.0	optimal	-1.0329828060898038e-13	0.0	1.0
./model.xml	obj	R_ACOAD6	0.0	optimal	-1.6649658088935397e-13	-1.6649658088935397e-13	1.0
./model.xml	obj	R_ACOADH2	0.0	optimal	0.0	1.8237263551175906e-12	1.0
./model.xml	obj	R_ACODA	0.0	optimal	0.0	7.548569177136717e-12	1.0
./model.xml	obj	R_ACONT	0.0	optimal	-2.6024918533172897e-15	1.0559997751078822e-10	1.0
./model.xml	obj	R_ACOTA	0.0	optimal	-3.9741756435151344e-15	0.0	1.0
./model.xml	obj	R_ACP1_FMN	0.0	optimal	0.0	7.550140554593325e-12	1.0
./model.xml	obj	R_ACPS	0.0	optimal	0.0	2.5162216725949337e-12	1.0
./model.xml	obj	R_ACS2	0.0	optimal	0.0	7.550813169165637e-12	1.0
./model.xml	obj	R_ACSPHAC100	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHAC101	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHAC120	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHAC121	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHAC121d6	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHAC140	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHAC141d5	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHAC142	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHAC160	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHAC50	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHAC60	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHAC70	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHAC80	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHAC90	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHACP100	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHACP40	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHACP50	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHACP60	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHACP70	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHACP80	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHACP90	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHACT40	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACSPHACT60	0.0	optimal	0.0	3.775406584582819e-12	1.0
./model.xml	obj	R_ACTD	0.0	optimal	0.0	1000.0	1.0
./model.xml	obj	R_ACTD2	0.0	optimal	-5.019091431397632e-15	1.0289279138220987e-10	1.0
./model.xml	obj	R_ACTD_1	0.0	optimal	0.0	1000.0	1.0
./model.xml	obj	R_ACTNabc	0.0	optimal	0.0	7.520821572353056e-12	1.0
./model.xml	obj	R_ACTNabc1	0.0	optimal	0.0	6.897001488444704e-12	1.0
./model.xml	obj	R_ACYP_2	0.0	optimal	0.0	7.795668872339383e-12	1.0
./model.xml	obj	R_ACYSBMNt	0.0	optimal	0.0	3.8978344361696915e-12	1.0
./model.xml	obj	R_ACt2rpp	0.0	optimal	0.0	7.50694039558607e-12	1.0
./model.xml	obj	R_ACt4pp	0.0	optimal	0.0	8.028039771418737e-12	1.0
./model.xml	obj	R_ACtex	0.0	optimal	0.0	7.804275201934915e-12	1.0
./model.xml	obj	R_ADCL	0.0	optimal	0.0	2.5145504704581862e-12	1.0
./model.xml	obj	R_ADCS	0.0	optimal	0.0	2.5145504704581862e-12	1.0
./model.xml	obj	R_ADK1	39.867272637175674	optimal	-960.1327273628265	39.86727263718001	1.0
./model.xml	obj	R_ADK2	0.0	optimal	-3.296918293926865e-12	1000.0	1.0
./model.xml	obj	R_ADK4	0.0	optimal	-3.296918293926865e-12	0.0	1.0
./model.xml	obj	R_ADMDC	0.0	optimal	0.0	1.0433075714256443e-12	1.0
./model.xml	obj	R_ADNCYC	0.0	optimal	0.0	3.6343791224387835e-12	1.0
./model.xml	obj	R_ADNUC	0.0	optimal	0.0	1.9893666201544164e-11	1.0
./model.xml	obj	R_ADPGLC	0.0	optimal	0.0	3.552440393132889e-12	1.0
./model.xml	obj	R_ADPRDP	0.0	optimal	0.0	1.184146797710963e-12	1.0
./model.xml	obj	R_ADPT	0.005268612231255416	optimal	0.005268612231247971	0.005268612234772263	1.0
./model.xml	obj	R_ADSELK	0.0	optimal	0.0	2.368293595421926e-12	1.0
./model.xml	obj	R_ADSELR	0.0	optimal	0.0	2.368293595421926e-12	1.0
./model.xml	obj	R_ADSK	0.0	optimal	0.0	7.104880786265778e-12	1.0
./model.xml	obj	R_ADSL1r	0.0	optimal	0.0	4.157840202895089e-12	1.0
./model.xml	obj	R_ADSL2r	0.0	optimal	0.0	1.7025520778148411e-12	1.0
./model.xml	obj	R_ADSS	0.0	optimal	0.0	1.844633813267292e-12	1.0
./model.xml	obj	R_ADtr	0.0	optimal	0.0	7.104880786265781e-12	1.0
./model.xml	obj	R_AGM3PA	0.0	optimal	0.0	7.860719167783419e-13	1.0
./model.xml	obj	R_AGM3PApp	0.0	optimal	0.0	7.104880786265783e-13	1.0
./model.xml	obj	R_AGM3PH	0.0	optimal	0.0	7.860719167783419e-13	1.0
./model.xml	obj	R_AGM3Pt2pp	0.0	optimal	1.6460513681692437e-29	7.860719167783419e-13	1.0
./model.xml	obj	R_AGM4PApp	0.0	optimal	0.0	7.104880786265783e-13	1.0
./model.xml	obj	R_AGM4PCPpp	0.0	optimal	0.0	6.436477367348786e-13	1.0
./model.xml	obj	R_AGM4PH	0.0	optimal	0.0	7.077659020801156e-13	1.0
./model.xml	obj	R_AGM4Pt2pp	0.0	optimal	0.0	7.077659020801156e-13	1.0
./model.xml	obj	R_AGMH	0.0	optimal	0.0	7.86071916778342e-13	1.0
./model.xml	obj	R_AGPAT161	0.0	optimal	0.0	1.0149829694665396e-12	1.0
./model.xml	obj	R_AGPR	0.0	optimal	-3.319488474945127e-12	0.0	1.0
./model.xml	obj	R_AHCYSNS	0.005268612231255416	optimal	0.005268612230293712	0.005268612233976455	1.0
./model.xml	obj	R_AHCi	0.0	optimal	-1.2895390461159656e-13	1.989366620154415e-11	1.0
./model.xml	obj	R_AHGDx	0.0	optimal	0.0	6.631222067181389e-12	1.0
./model.xml	obj	R_AHMMPS_1	0.0	optimal	0.0	4.295974428904884e-12	1.0
./model.xml	obj	R_AHSERL2	0.0	optimal	-9.059419880941276e-14	-9.059419880941276e-14	1.0
./model.xml	obj	R_AHSERL4	0.0	optimal	-9.382970590974895e-14	-9.382970590974895e-14	1.0
./model.xml	obj	R_AI2abcpp	0.0	optimal	-9.382970590974895e-14	-9.382970590974895e-14	1.0
./model.xml	obj	R_AI2tpp	0.0	optimal	-9.382970590974895e-14	-9.382970590974895e-14	1.0
./model.xml	obj	R_AICART	0.0	optimal	-3.557709682411315e-14	-3.557709682411315e-14	1.0
./model.xml	obj	R_AIRCr	0.0	optimal	-3.557709682411315e-14	-3.557709682411315e-14	1.0
./model.xml	obj	R_AKGDa	-3.552713678800501e-15	optimal	-1.313615882736484e-12	-1.313615882736484e-12	1.0
./model.xml	obj	R_AKGDb	0.0	optimal	-1.313615882736484e-12	-1.313615882736484e-12	1.0
./model.xml	obj	R_ALAALAD	0.0	optimal	-9.382970590974892e-14	-9.382970590974892e-14	1.0
./model.xml	obj	R_ALAALAabcpp	0.0	optimal	-1.0381158951716909e-14	-1.0381158951716909e-14	1.0
./model.xml	obj	R_ALAALAr	5.268612231255416	optimal	5.268612231255322	5.268612231255322	1.0
./model.xml	obj	R_ALAGLNtr	0.0	optimal	0.0	13.876628953047266	1.0
./model.xml	obj	R_ALAGLUabcpp	0.0	optimal	-9.382970590974892e-14	-9.382970590974892e-14	1.0
./model.xml	obj	R_ALAGLYtr	0.0	optimal	-9.059419880941277e-14	-9.059419880941277e-14	1.0
./model.xml	obj	R_ALAHISabcpp	0.0	optimal	-1.8765941181949786e-13	-1.8765941181949786e-13	1.0
./model.xml	obj	R_ALAHIStex	0.0	optimal	-1.8765941181949786e-13	-1.8765941181949786e-13	1.0
./model.xml	obj	R_ALAHIStr	0.0	optimal	-1.8765941181949786e-13	-1.8765941181949786e-13	1.0
./model.xml	obj	R_ALALEUabcpp	0.0	optimal	-9.382970590974893e-14	-9.382970590974893e-14	1.0
./model.xml	obj	R_ALALEUt	0.0	optimal	-9.382970590974893e-14	-9.382970590974893e-14	1.0
./model.xml	obj	R_ALALEUtex	0.0	optimal	-9.382970590974893e-14	-9.382970590974893e-14	1.0
./model.xml	obj	R_ALAR	0.0	optimal	-1000.0	1000.0	1.0
./model.xml	obj	R_ALATA_D	-10.537224462510832	optimal	-1000.0	1000.0	1.0
./model.xml	obj	R_ALATA_L	-554.6276586058942	optimal	-1000.0	1000.0	1.0
./model.xml	obj	R_ALATHRabcpp	0.0	optimal	-1.1693503308509066e-12	-1.1693503308509066e-12	1.0
./model.xml	obj	R_ALATHRtex	0.0	optimal	-1.1693503308509066e-12	-1.1693503308509066e-12	1.0
./model.xml	obj	R_ALATHRtr	0.0	optimal	-1.1693503308509066e-12	-1.1693503308509066e-12	1.0
./model.xml	obj	R_ALATRPabcpp	7.105427357601002e-15	optimal	0.0	2.9948372506116963	1.0
./model.xml	obj	R_ALATRPtex	7.105427357601002e-15	optimal	0.0	2.9948372506116963	1.0
./model.xml	obj	R_ALAabc	0.0	optimal	-9.094947017729282e-13	-9.094947017729282e-13	1.0
./model.xml	obj	R_ALAt2r	0.0	optimal	0.0	91.13682317908652	1.0
./model.xml	obj	R_ALAt4	0.0	optimal	0.0	91.13682317908652	1.0
./model.xml	obj	R_ALAt4pp	0.0	optimal	0.0	77.20250790475585	1.0
./model.xml	obj	R_ALAtex	0.0	optimal	0.0	77.20250790475585	1.0
./model.xml	obj	R_ALCD19	620.2451303665562	optimal	-427.45731120065125	1000.0	1.0
./model.xml	obj	R_ALCD19y	0.0	optimal	-427.45731120061225	1000.0	1.0
./model.xml	obj	R_ALCD22_L	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ALCD2ir	0.0	optimal	-1000.0	1000.0	1.0
./model.xml	obj	R_ALCD2x	0.0	optimal	-1000.0	1000.0	1.0
./model.xml	obj	R_ALCD2y	0.0	optimal	-825.1120423607136	1000.0	1.0
./model.xml	obj	R_ALDD1	0.0	optimal	-1.8176815337255325e-12	-1.8176815337255325e-12	1.0
./model.xml	obj	R_ALDD19xr	77.20250790470814	optimal	77.20250790466062	77.20250790466062	1.0
./model.xml	obj	R_ALDD20x	0.0	optimal	-2.1938325295541555e-12	-2.1938325295541555e-12	1.0
./model.xml	obj	R_ALDD20y	0.0	optimal	-2.1938325295541555e-12	-2.1938325295541555e-12	1.0
./model.xml	obj	R_ALDD2x	0.0	optimal	-2.4349130273073592e-12	-2.4349130273073592e-12	1.0
./model.xml	obj	R_ALDD2y	0.0	optimal	-2.4349130273073592e-12	-2.4349130273073592e-12	1.0
./model.xml	obj	R_ALDD31	0.0	optimal	-2.3509505091243475e-12	-2.3509505091243475e-12	1.0
./model.xml	obj	R_ALDD3y	0.0	optimal	-8.975276662232846e-13	-8.975276662232846e-13	1.0
./model.xml	obj	R_ALKP	0.0	optimal	-2.4361465226060576e-12	-2.4361465226060576e-12	1.0
./model.xml	obj	R_ALLTAHr	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ALLTAMH	0.0	optimal	-3.183231456205249e-11	-3.183231456205249e-11	1.0
./model.xml	obj	R_ALPHNH	0.0	optimal	-2.0615213240186373e-12	-2.0615213240186373e-12	1.0
./model.xml	obj	R_ALR2	0.0	optimal	-8.592338323085447e-13	-8.592338323085447e-13	1.0
./model.xml	obj	R_ALR3	0.0	optimal	-8.592338323085447e-13	-8.592338323085447e-13	1.0
./model.xml	obj	R_AM3PA	0.0	optimal	-2.5942368820517645e-13	-2.5942368820517645e-13	1.0
./model.xml	obj	R_AM4PCP	0.0	optimal	-2.557953848736361e-13	-2.557953848736361e-13	1.0
./model.xml	obj	R_AMALT1	0.0	optimal	-2.3119967478963262e-12	-2.3119967478963262e-12	1.0
./model.xml	obj	R_AMALT2	0.0	optimal	0.0	72.68342816446307	1.0
./model.xml	obj	R_AMALT3	0.0	optimal	0.0	72.68342816446307	1.0
./model.xml	obj	R_AMALT4	0.0	optimal	0.0	72.68342816446307	1.0
./model.xml	obj	R_AMAOTr	0.0	optimal	-3.99604376179612e-13	-3.99604376179612e-13	1.0
./model.xml	obj	R_AMID4	0.0	optimal	-2.3119967478963262e-12	-2.3119967478963262e-12	1.0
./model.xml	obj	R_AMMQLT8	0.0	optimal	0.0	0.005268612231247968	1.0
./model.xml	obj	R_AMMQT8	0.0	optimal	0.0	0.005268612231247968	1.0
./model.xml	obj	R_AMMQT8_2	0.005268612231255416	optimal	0.0	0.005268612231247968	1.0
./model.xml	obj	R_AMPEP1	0.0	optimal	-6.473590894109714e-11	-6.473590894109714e-11	1.0
./model.xml	obj	R_AMPEP10	0.0	optimal	-2.232272722106798e-12	-2.232272722106798e-12	1.0
./model.xml	obj	R_AMPEP11	0.0	optimal	-2.232272722106798e-12	-2.232272722106798e-12	1.0
./model.xml	obj	R_AMPEP12	0.0	optimal	0.0	13.876628953044587	1.0
./model.xml	obj	R_AMPEP13	0.0	optimal	-1.5352301349623369e-12	-1.5352301349623369e-12	1.0
./model.xml	obj	R_AMPEP14	0.0	optimal	-7.460698725481052e-14	8.108868399001707	1.0
./model.xml	obj	R_AMPEP15	0.0	optimal	-3.070460269924673e-12	-3.070460269924673e-12	1.0
./model.xml	obj	R_AMPEP16	0.0	optimal	-1.4822911647911217e-12	-1.4822911647911217e-12	1.0
./model.xml	obj	R_AMPEP17	0.0	optimal	-2.1493221889471542e-11	-2.1493221889471542e-11	1.0
./model.xml	obj	R_AMPEP18	0.0	optimal	-1.4822911647911217e-12	-1.4822911647911217e-12	1.0
./model.xml	obj	R_AMPEP2	0.0	optimal	-1.535230134962337e-12	-1.535230134962337e-12	1.0
./model.xml	obj	R_AMPEP3	0.0	optimal	-4.2986443778943084e-11	-4.2986443778943084e-11	1.0
./model.xml	obj	R_AMPEP4	0.0	optimal	-1.4822911647911217e-12	-1.4822911647911217e-12	1.0
./model.xml	obj	R_AMPEP5	0.0	optimal	-1.535230134962337e-12	-1.535230134962337e-12	1.0
./model.xml	obj	R_AMPEP6	0.0	optimal	-1000.0	-1.5916157281026244e-12	1.0
./model.xml	obj	R_AMPEP7	0.0	optimal	-3.070460269924674e-12	-3.070460269924674e-12	1.0
./model.xml	obj	R_AMPEP8	0.0	optimal	-1.4822911647911217e-12	-1.4822911647911217e-12	1.0
./model.xml	obj	R_AMPEP9	0.0	optimal	-4.2986443778943084e-11	-4.2986443778943084e-11	1.0
./model.xml	obj	R_AMPMS2	0.0	optimal	-1.9704646302056543e-13	-1.9704646302056543e-13	1.0
./model.xml	obj	R_AMPN	0.0	optimal	-7.67615067481168e-13	-7.67615067481168e-13	1.0
./model.xml	obj	R_AMPTASEAH	0.0	optimal	-3.070460269924673e-12	-3.070460269924673e-12	1.0
./model.xml	obj	R_AMPTASEAL	0.0	optimal	0.0	999.9999999999995	1.0
./model.xml	obj	R_AMPTASEAT	0.0	optimal	-5.076760247861306e-13	-5.076760247861306e-13	1.0
./model.xml	obj	R_AMPTASEATRP	0.0	optimal	0.0	2.994837250612058	1.0
./model.xml	obj	R_AMPTASECG	0.0	optimal	-4.901699549658861e-13	-4.901699549658861e-13	1.0
./model.xml	obj	R_AMPTASEGGLN	0.0	optimal	-1.4214928694010883e-11	-1.4214928694010883e-11	1.0
./model.xml	obj	R_AMPTASEGGLU	0.0	optimal	-4.901699549658861e-13	-4.901699549658861e-13	1.0
./model.xml	obj	R_AMPTASEGM	0.0	optimal	-1.4214928694010883e-11	-1.4214928694010883e-11	1.0
./model.xml	obj	R_AMPTASEGS	0.0	optimal	-4.901699549658861e-13	-4.901699549658861e-13	1.0
./model.xml	obj	R_AMPTASEHG	0.0	optimal	-9.476619129340831e-13	-9.476619129340831e-13	1.0
./model.xml	obj	R_AMPTASEHH	2.4956889278233776	optimal	2.49568892782287	2.49568892782287	1.0
./model.xml	obj	R_AMPTASEPG	0.0	optimal	-4.901699549658855e-13	-4.901699549658855e-13	1.0
./model.xml	obj	R_AMPt6	10.763616730087863	optimal	10.763616730088316	10.76361673008881	1.0
./model.xml	obj	R_ANHGMtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ANHMK	0.0	optimal	-7.075191496504813e-14	-7.075191496504813e-14	1.0
./model.xml	obj	R_ANPRT	0.0	optimal	-1.2922662449101436e-13	-1.2922662449101436e-13	1.0
./model.xml	obj	R_ANS	0.0	optimal	-1.2922662449101436e-13	-1.2922662449101436e-13	1.0
./model.xml	obj	R_AOXSr	0.0	optimal	-8.774647341982506e-14	-8.774647341982506e-14	1.0
./model.xml	obj	R_AP4AH	0.0	optimal	-2.5383801239308824e-13	-2.5383801239308824e-13	1.0
./model.xml	obj	R_AP4AS	0.0	optimal	-2.5383801239308824e-13	-2.5383801239308824e-13	1.0
./model.xml	obj	R_APCPT	0.0	optimal	-0.03034720645203137	0.0	1.0
